Date,Open,High,Low,Close,Volume,"('Adj Close', 'PESI')","('Close', 'PESI')","('High', 'PESI')","('Low', 'PESI')","('Open', 'PESI')","('Volume', 'PESI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.829999923706055,7.849999904632568,7.5,7.699999809265137,108300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.630000114440918,7.690000057220459,7.550000190734863,7.610000133514404,5000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.610000133514404,7.769999980926514,7.559999942779541,7.739999771118164,13500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.900000095367432,8.09000015258789,7.670000076293945,7.960000038146973,23500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.949999809265137,8.289999961853027,7.889999866485596,8.1899995803833,48800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.1899995803833,8.300000190734863,8.0,8.289999961853027,27200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.399999618530273,8.399999618530273,8.100000381469727,8.25,17300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.25,8.319999694824219,8.100000381469727,8.130000114440918,18600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.239999771118164,8.800000190734863,8.239999771118164,8.800000190734863,53500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.729999542236328,8.789999961853027,7.909999847412109,7.949999809265137,31100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.149999618530273,8.170000076293945,7.860000133514404,7.940000057220459,22900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.960000038146973,8.289999961853027,7.699999809265137,7.75,17800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.75,8.0,7.690000057220459,8.0,15100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.849999904632568,8.550000190734863,7.849999904632568,8.5,37000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.4399995803833,8.489999771118164,8.25,8.449999809265137,20300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.449999809265137,8.5,8.069999694824219,8.470000267028809,48200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.350000381469727,8.5,8.15999984741211,8.380000114440918,13000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.350000381469727,8.350000381469727,8.199999809265137,8.199999809265137,16000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.199999809265137,8.479999542236328,8.199999809265137,8.229999542236328,13400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.210000038146973,8.359999656677246,8.109999656677246,8.149999618530273,8100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.149999618530273,8.149999618530273,7.900000095367432,7.900000095367432,12300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.909999847412109,7.96999979019165,7.860000133514404,7.860000133514404,7200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.0,8.1899995803833,7.800000190734863,8.1899995803833,11700.0,,,,,,,,,,
