Date,Open,High,Low,Close,Volume,"('Adj Close', 'RIGL')","('Close', 'RIGL')","('High', 'RIGL')","('Low', 'RIGL')","('Open', 'RIGL')","('Volume', 'RIGL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.5,15.199999809265137,14.199999809265137,14.600000381469728,101740.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.699999809265137,14.899999618530272,14.199999809265137,14.5,70520.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.899999618530272,15.300000190734863,14.5,14.899999618530272,110610.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.899999618530272,15.0,13.699999809265137,13.800000190734863,102090.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.800000190734863,15.199999809265137,13.0,14.800000190734863,148030.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.800000190734863,14.800000190734863,13.199999809265137,13.699999809265137,126980.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.5,14.0,13.399999618530272,13.600000381469728,52020.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.699999809265137,13.699999809265137,12.899999618530272,13.399999618530272,60960.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.800000190734863,13.899999618530272,13.0,13.300000190734863,51290.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.300000190734863,13.699999809265137,13.100000381469728,13.600000381469728,91920.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.199999809265137,13.600000381469728,12.800000190734863,13.5,89570.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.600000381469728,13.600000381469728,12.899999618530272,13.399999618530272,61400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.5,13.800000190734863,13.199999809265137,13.600000381469728,72450.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.5,13.600000381469728,12.600000381469728,12.899999618530272,118980.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.100000381469728,13.399999618530272,12.5,12.699999809265137,90830.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.800000190734863,12.800000190734863,12.100000381469728,12.300000190734863,66350.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.399999618530272,12.600000381469728,11.899999618530272,12.5,54850.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.600000381469728,13.199999809265137,12.5,12.899999618530272,71690.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.800000190734863,13.0,12.300000190734863,13.0,82670.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,13.0,13.0,12.199999809265137,12.5,57230.0,,,,,,,,,,
