Date,Open,High,Low,Close,Volume,"('Adj Close', 'UHAL')","('Close', 'UHAL')","('High', 'UHAL')","('Low', 'UHAL')","('Open', 'UHAL')","('Volume', 'UHAL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,71.47000122070312,72.02999877929688,70.55999755859375,71.11000061035156,242200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,70.5199966430664,70.5199966430664,67.04000091552734,67.13999938964844,185100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,66.79000091552734,67.56999969482422,66.4000015258789,66.4000015258789,127300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,66.12000274658203,68.68000030517578,66.12000274658203,67.16000366210938,205400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,66.9800033569336,67.41999816894531,66.4000015258789,67.41999816894531,180100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,66.9800033569336,67.30999755859375,66.48999786376953,67.30999755859375,93400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.9000015258789,67.44000244140625,66.58999633789062,67.2699966430664,83400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,67.0199966430664,67.0199966430664,65.5999984741211,66.55000305175781,116700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,66.87000274658203,67.12999725341797,65.80000305175781,66.36000061035156,115800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,65.5199966430664,66.11000061035156,65.25,65.80999755859375,123100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,64.62000274658203,65.33999633789062,64.12999725341797,65.23999786376953,90800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,65.54000091552734,65.9800033569336,65.37000274658203,65.58999633789062,98000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,65.62000274658203,67.0199966430664,65.29000091552734,66.61000061035156,98800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,67.06999969482422,67.55999755859375,66.58000183105469,67.30000305175781,71900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,67.52999877929688,67.91999816894531,66.29000091552734,66.44999694824219,64300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,67.0,67.05999755859375,65.5,65.93000030517578,57000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,66.62000274658203,67.30999755859375,66.33999633789062,67.19000244140625,54500.0,,,,,,,,,,
