Date,Open,High,Low,Close,Volume,"('Adj Close', 'WSC')","('Close', 'WSC')","('High', 'WSC')","('Low', 'WSC')","('Open', 'WSC')","('Volume', 'WSC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,44.11000061035156,44.58000183105469,43.790000915527344,44.2599983215332,1672500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,43.83000183105469,43.9900016784668,43.130001068115234,43.130001068115234,833900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,43.06999969482422,43.13999938964844,42.400001525878906,42.400001525878906,920000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,42.29999923706055,42.810001373291016,42.11000061035156,42.5,1143800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,42.25,43.220001220703125,41.77999877929688,43.130001068115234,1127400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,42.75,43.540000915527344,42.150001525878906,43.27000045776367,846500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,43.2400016784668,43.380001068115234,42.540000915527344,43.09000015258789,851500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,43.130001068115234,43.52000045776367,42.75,43.22999954223633,756700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,43.43999862670898,43.900001525878906,42.650001525878906,42.79999923706055,665900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,42.27000045776367,43.13999938964844,41.44599914550781,42.84000015258789,923400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,42.18000030517578,43.150001525878906,42.15999984741211,42.72999954223633,1090200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,43.18999862670898,43.26499938964844,41.79499816894531,42.52999877929688,1179900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,42.970001220703125,43.0099983215332,42.27999877929688,42.93000030517578,1017000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,43.33000183105469,43.77000045776367,43.27000045776367,43.619998931884766,675200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,43.97999954223633,44.08000183105469,43.09000015258789,43.150001525878906,720000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,43.66999816894531,43.66999816894531,42.7599983215332,42.790000915527344,704600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,43.22999954223633,43.58000183105469,42.5,43.31999969482422,1563000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,43.4900016784668,45.2400016784668,43.45000076293945,45.119998931884766,1745200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,42.59999847412109,45.78499984741211,42.560001373291016,45.59000015258789,6978100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,45.45000076293945,48.220001220703125,45.26800155639648,47.869998931884766,4835700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,48.06999969482422,48.63999938964844,47.15999984741211,47.29999923706055,3823400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,47.86000061035156,49.06999969482422,47.84000015258789,48.630001068115234,3077200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,48.630001068115234,50.729000091552734,48.31499862670898,50.459999084472656,3680400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,50.52999877929688,50.52999877929688,48.93999862670898,49.09999847412109,3239600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,49.40999984741211,50.45000076293945,49.09999847412109,50.09999847412109,2068100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,50.380001068115234,51.400001525878906,50.16999816894531,50.68999862670898,2724600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,50.869998931884766,51.290000915527344,50.52999877929688,51.22999954223633,2000200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,51.310001373291016,51.97999954223633,51.0099983215332,51.459999084472656,1763600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,51.33000183105469,52.15999984741211,51.33000183105469,51.560001373291016,1267000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,50.81999969482422,50.97999954223633,49.380001068115234,50.15999984741211,2236700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,50.81999969482422,51.22999954223633,49.935001373291016,50.11000061035156,2071800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,50.45000076293945,50.80500030517578,49.650001525878906,50.11000061035156,2382500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,50.0099983215332,50.72999954223633,49.86000061035156,50.13999938964844,1502200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,49.380001068115234,50.56999969482422,49.34000015258789,50.25,1843000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,49.959999084472656,50.220001220703125,48.31999969482422,48.68000030517578,3742200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,49.29999923706055,49.97999954223633,47.459999084472656,48.220001220703125,3983400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,48.08000183105469,49.04999923706055,47.959999084472656,48.27999877929688,1625300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,48.290000915527344,48.45000076293945,47.7400016784668,48.0099983215332,1551500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,48.310001373291016,48.459999084472656,47.34000015258789,47.34999847412109,1654600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,47.18000030517578,48.150001525878906,47.15999984741211,47.68999862670898,2304900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,48.02000045776367,48.52000045776367,47.380001068115234,47.75,2233400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,47.959999084472656,48.28499984741211,47.47999954223633,48.060001373291016,1910000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,48.0,48.31499862670898,47.5099983215332,47.75,2179300.0,,,,,,,,,,
