Date,Open,High,Low,Close,Volume,"('Adj Close', 'ABUS')","('Close', 'ABUS')","('High', 'ABUS')","('Low', 'ABUS')","('Open', 'ABUS')","('Volume', 'ABUS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.490000009536743,2.630000114440918,2.440000057220459,2.5899999141693115,1338100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.5999999046325684,2.609999895095825,2.440000057220459,2.5,886800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.5199999809265137,2.5299999713897705,2.4600000381469727,2.5,506900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.4800000190734863,2.509999990463257,2.400000095367432,2.490000009536743,560400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.490000009536743,2.569999933242798,2.3499999046325684,2.450000047683716,1171900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.4100000858306885,2.450000047683716,2.359999895095825,2.430000066757202,628200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.4600000381469727,2.470000028610229,2.400000095367432,2.4200000762939453,380200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.400000095367432,2.400000095367432,2.309999942779541,2.369999885559082,548000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.400000095367432,2.4200000762939453,2.299999952316284,2.309999942779541,353700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.3399999141693115,2.3399999141693115,2.240000009536743,2.259999990463257,418100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.240000009536743,2.2699999809265137,2.2100000381469727,2.2699999809265137,320200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.289999961853028,2.3299999237060547,2.220000028610229,2.319999933242798,820500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.3399999141693115,2.359999895095825,2.2799999713897705,2.359999895095825,891900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.390000104904175,2.400000095367432,2.3299999237060547,2.369999885559082,1012400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.390000104904175,2.400000095367432,2.359999895095825,2.400000095367432,315100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.440000057220459,2.4600000381469727,2.3499999046325684,2.3499999046325684,315300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.3499999046325684,2.400000095367432,2.319999933242798,2.380000114440918,758400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.390000104904175,2.4200000762939453,2.359999895095825,2.380000114440918,574400.0,,,,,,,,,,
