Date,Open,High,Low,Close,Volume,"('Adj Close', 'STEP')","('Close', 'STEP')","('High', 'STEP')","('Low', 'STEP')","('Open', 'STEP')","('Volume', 'STEP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,31.649999618530277,31.82999992370605,31.3799991607666,31.71999931335449,281300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.5,31.59000015258789,30.51000022888184,31.18000030517578,305100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,31.190000534057617,31.63999938964844,30.96999931335449,31.239999771118164,366300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.93000030517578,31.61000061035156,30.459999084472656,31.5,372200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.6299991607666,32.41999816894531,31.43000030517578,32.400001525878906,336100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.0,32.09000015258789,30.559999465942383,31.75,281500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,31.6200008392334,32.09000015258789,31.5,32.06999969482422,187200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,31.850000381469727,32.29499816894531,31.559999465942383,31.88999938964844,232600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.33000183105469,32.4900016784668,31.700000762939453,32.040000915527344,221700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,31.81999969482422,32.0,31.56999969482422,31.850000381469727,241800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.25,32.0099983215332,31.149999618530277,31.920000076293945,250500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.18000030517578,32.29999923706055,31.48500061035156,31.989999771118164,271200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.220001220703125,33.529998779296875,31.850000381469727,33.5099983215332,354200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,33.63999938964844,34.18000030517578,33.45000076293945,33.95000076293945,233100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.209999084472656,34.209999084472656,33.625,33.81999969482422,206300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.43000030517578,34.47999954223633,33.21500015258789,33.27000045776367,439600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,33.5099983215332,33.869998931884766,33.119998931884766,33.560001373291016,243000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.72999954223633,34.05500030517578,33.65999984741211,34.02000045776367,208400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,34.119998931884766,34.40999984741211,34.01499938964844,34.349998474121094,242200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.099998474121094,34.35499954223633,34.0,34.25,157400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,34.25,34.29999923706055,33.2599983215332,33.45000076293945,235300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,33.54999923706055,34.0099983215332,32.97999954223633,33.70000076293945,161000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,33.310001373291016,34.06999969482422,33.150001525878906,33.9900016784668,229900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,33.61000061035156,33.65999984741211,33.029998779296875,33.25,248700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.25,33.380001068115234,32.33000183105469,32.7599983215332,264300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,32.97999954223633,34.150001525878906,32.619998931884766,33.880001068115234,327000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,33.7400016784668,34.540000915527344,33.06999969482422,34.2599983215332,364900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,35.0,37.400001525878906,34.32400131225586,36.40999984741211,1364200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,36.400001525878906,36.4900016784668,35.43000030517578,35.91999816894531,552500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,34.56999969482422,35.27000045776367,34.16999816894531,34.7400016784668,523000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,35.18000030517578,35.400001525878906,34.79999923706055,35.209999084472656,417000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,35.599998474121094,35.81999969482422,34.91999816894531,35.209999084472656,369000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,35.09000015258789,35.52000045776367,34.58000183105469,35.130001068115234,329300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,35.349998474121094,35.599998474121094,34.7599983215332,35.31999969482422,388200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,35.11000061035156,35.310001373291016,34.7599983215332,35.279998779296875,278200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,35.279998779296875,35.95000076293945,33.81999969482422,35.65999984741211,356300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,35.59000015258789,35.720001220703125,35.15999984741211,35.4900016784668,309300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,35.47999954223633,35.869998931884766,35.11000061035156,35.72999954223633,249100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,36.0,36.310001373291016,35.45000076293945,35.95000076293945,381900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,35.560001373291016,36.65999984741211,35.150001525878906,35.36000061035156,1923700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,35.68000030517578,35.689998626708984,34.72999954223633,34.72999954223633,425000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,34.65999984741211,35.16999816894531,34.23500061035156,34.75,599300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,34.779998779296875,34.959999084472656,33.54499816894531,33.7400016784668,286800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,33.599998474121094,34.099998474121094,33.209999084472656,33.290000915527344,402900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,33.70000076293945,33.80500030517578,32.779998779296875,33.16999816894531,373400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,33.470001220703125,33.63999938964844,32.709999084472656,32.79999923706055,206800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,33.2599983215332,34.04999923706055,32.9900016784668,33.810001373291016,331600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,33.65999984741211,34.20000076293945,33.38999938964844,33.95000076293945,289500.0,,,,,,,,,,
