Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACHC')","('Close', 'ACHC')","('High', 'ACHC')","('Low', 'ACHC')","('Open', 'ACHC')","('Volume', 'ACHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,76.97000122070312,78.94000244140625,76.95999908447266,78.26000213623047,452100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,77.61000061035156,77.63999938964844,76.43000030517578,76.68000030517578,386300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,76.62999725341797,78.47000122070312,75.94000244140625,78.31999969482422,846600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,79.11000061035156,82.0999984741211,78.5999984741211,79.25,748300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,78.62000274658203,80.0,78.62000274658203,79.94999694824219,399200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,79.06999969482422,80.77999877929688,79.06999969482422,80.19000244140625,318600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,80.16999816894531,84.27999877929688,79.61000061035156,83.76000213623047,746200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,84.04000091552734,84.91999816894531,82.98999786376953,84.69000244140625,621400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,84.98999786376953,86.0,84.19000244140625,85.86000061035156,878800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,85.6500015258789,85.70999908447266,83.9800033569336,84.81999969482422,563500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,84.47000122070312,84.73999786376953,82.9800033569336,83.52999877929688,424100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,83.58000183105469,85.12000274658203,83.2300033569336,85.05999755859375,369000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,85.08000183105469,85.94999694824219,84.29000091552734,85.91999816894531,296300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,86.38999938964844,87.38999938964844,84.83999633789062,85.36000061035156,387800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,85.43000030517578,85.5999984741211,83.97000122070312,84.16000366210938,321700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,84.3499984741211,85.05999755859375,82.62999725341797,82.63999938964844,381100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,82.76000213623047,83.94999694824219,82.5999984741211,83.88999938964844,245500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,84.27999877929688,84.98999786376953,84.16000366210938,84.18000030517578,265700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,83.83000183105469,85.19000244140625,83.79000091552734,84.93000030517578,254600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,85.12000274658203,85.98999786376953,84.0999984741211,84.33999633789062,596300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,84.61000061035156,85.08999633789062,81.36000061035156,82.13999938964844,1076100.0,,,,,,,,,,
