Date,Open,High,Low,Close,Volume,"('Adj Close', 'CMTG')","('Close', 'CMTG')","('High', 'CMTG')","('Low', 'CMTG')","('Open', 'CMTG')","('Volume', 'CMTG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,13.550000190734863,13.880000114440918,13.550000190734863,13.760000228881836,194600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.670000076293944,13.670000076293944,13.390000343322754,13.420000076293944,186700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.56999969482422,13.630000114440918,13.359999656677246,13.380000114440918,426300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.1899995803833,13.380000114440918,12.850000381469728,12.890000343322754,913700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.960000038146973,13.074999809265137,12.835000038146973,12.899999618530272,473600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.640000343322754,12.69499969482422,12.539999961853027,12.609999656677246,228400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,12.510000228881836,12.789999961853027,12.470000267028809,12.699999809265137,377000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,12.550000190734863,12.640000343322754,12.479999542236328,12.56999969482422,257300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,12.68000030517578,12.859999656677246,12.479999542236328,12.489999771118164,206400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.34000015258789,12.5,12.140000343322754,12.1899995803833,254900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.93000030517578,12.13599967956543,11.795000076293944,12.0,276100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.079999923706056,12.25,12.0600004196167,12.210000038146973,208800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,12.3100004196167,12.5600004196167,12.100000381469728,12.539999961853027,189000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.710000038146973,12.859999656677246,12.5600004196167,12.65999984741211,249800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.770000457763672,12.850000381469728,12.520000457763672,12.600000381469728,232300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.81999969482422,12.829999923706056,12.359999656677246,12.460000038146973,175800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.739999771118164,12.8100004196167,12.43000030517578,12.489999771118164,290300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.630000114440918,12.65999984741211,12.529999732971191,12.5600004196167,139700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.59000015258789,12.800000190734863,12.489999771118164,12.779999732971191,182400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.68000030517578,12.68000030517578,12.380000114440918,12.40999984741211,423800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.40999984741211,12.40999984741211,11.725000381469728,11.739999771118164,273200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.8100004196167,11.920000076293944,11.229999542236328,11.75,620400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,11.5,11.649999618530272,11.279999732971191,11.369999885559082,404700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.170000076293944,11.220000267028809,10.949999809265137,11.050000190734863,422500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.039999961853027,11.220000267028809,10.949999809265137,11.020000457763672,284600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,11.09000015258789,11.09000015258789,10.329999923706056,10.359999656677246,365200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,10.359999656677246,10.364999771118164,9.979999542236328,10.0,521000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,10.0,10.119999885559082,9.8100004196167,10.039999961853027,333700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,10.050000190734863,10.369999885559082,10.03499984741211,10.220000267028809,329200.0,,,,,,,,,,
