Date,Open,High,Low,Close,Volume,"('Adj Close', 'LEVI')","('Close', 'LEVI')","('High', 'LEVI')","('Low', 'LEVI')","('Open', 'LEVI')","('Volume', 'LEVI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,16.3799991607666,16.3799991607666,15.770000457763672,16.260000228881836,1773000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,16.139999389648438,16.139999389648438,15.529999732971191,15.59000015258789,1459500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.529999732971191,15.68000030517578,15.385000228881836,15.600000381469728,1487200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,15.760000228881836,16.399999618530273,15.720000267028809,16.09000015258789,1877800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,16.15999984741211,16.375,16.075000762939453,16.280000686645508,1325400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,16.15999984741211,16.43000030517578,16.149999618530273,16.25,1030000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,16.260000228881836,16.3799991607666,16.09000015258789,16.360000610351562,1128100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,16.290000915527344,16.31999969482422,16.09000015258789,16.25,767000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,16.329999923706055,16.399999618530273,15.739999771118164,15.899999618530272,1078000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.15999984741211,15.420000076293944,14.869999885559082,15.239999771118164,2748900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,15.079999923706056,15.43000030517578,15.079999923706056,15.420000076293944,1961200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,15.5,15.600000381469728,15.100000381469728,15.510000228881836,2224100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.640000343322754,15.689000129699709,15.34000015258789,15.600000381469728,1476000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.670000076293944,15.880000114440918,15.600000381469728,15.84000015258789,1987600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.850000381469728,16.100000381469727,15.609999656677246,15.75,1650500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,15.854999542236328,15.880000114440918,15.640000343322754,15.720000267028809,1675900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,15.850000381469728,15.970000267028809,15.609999656677246,15.75,3638000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,15.270000457763672,17.479999542236328,15.159000396728516,15.949999809265137,9000100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,15.979999542236328,16.777999877929688,15.979999542236328,16.579999923706055,3774100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,16.459999084472656,16.84000015258789,16.448999404907227,16.81999969482422,2156600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,16.829999923706055,16.940000534057617,16.25,16.280000686645508,2079700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,16.3700008392334,16.735000610351562,16.225000381469727,16.729999542236328,1501000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,16.469999313354492,16.517000198364258,16.15999984741211,16.219999313354492,2528400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,16.170000076293945,16.434999465942383,15.989999771118164,16.40999984741211,1944500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,16.31999969482422,16.950000762939453,16.30500030517578,16.81999969482422,2246600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,16.979999542236328,17.219999313354492,16.891000747680664,17.1299991607666,2971100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,17.25,18.010000228881836,17.25,17.829999923706055,2714000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,17.600000381469727,17.8799991607666,17.562000274658203,17.770000457763672,1935600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,17.8799991607666,18.100000381469727,17.8700008392334,17.959999084472656,2178400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,17.350000381469727,17.6200008392334,17.21500015258789,17.610000610351562,2097800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,17.739999771118164,17.854999542236328,17.44499969482422,17.690000534057617,1705300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,17.799999237060547,18.0,17.760000228881836,17.8700008392334,1213400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,17.760000228881836,18.010000228881836,17.579999923706055,17.860000610351562,1022400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,17.989999771118164,18.1299991607666,17.850000381469727,18.0,1870800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,17.809999465942383,18.09499931335449,17.767000198364258,17.940000534057617,1183900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,18.049999237060547,18.11000061035156,17.920000076293945,18.020000457763672,1733900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,18.100000381469727,18.23500061035156,17.8799991607666,18.18000030517578,1233100.0,,,,,,,,,,
