Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALLK')","('Close', 'ALLK')","('High', 'ALLK')","('Low', 'ALLK')","('Open', 'ALLK')","('Volume', 'ALLK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.740000009536743,2.799999952316284,2.6700000762939453,2.740000009536743,832500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.7300000190734863,2.75,2.5899999141693115,2.619999885559082,616400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.619999885559082,2.880000114440918,2.619999885559082,2.7300000190734863,1671300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.7300000190734863,2.869999885559082,2.569999933242798,2.819999933242798,1685900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.7699999809265137,3.0299999713897705,2.680000066757202,3.0199999809265137,671100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.970000028610229,3.289999961853028,2.9100000858306885,3.2300000190734863,731800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.240000009536743,3.359999895095825,3.109999895095825,3.1700000762939453,432000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.1600000858306885,3.2100000381469727,3.0299999713897705,3.069999933242798,672400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.059999942779541,3.200000047683716,2.940000057220459,2.990000009536743,651200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2200000286102295,1.350000023841858,1.149999976158142,1.190000057220459,30419900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.090000033378601,1.1299999952316284,1.0,1.0199999809265137,6214600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.0299999713897705,1.159999966621399,1.0099999904632568,1.090000033378601,2470900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.1200000047683716,1.1799999475479126,1.090000033378601,1.159999966621399,1298900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.149999976158142,1.2400000095367432,1.1299999952316284,1.2100000381469729,1770700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.2000000476837158,1.2400000095367432,1.159999966621399,1.1799999475479126,1098000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.149999976158142,1.159999966621399,640400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.1799999475479126,1.3600000143051147,1.149999976158142,1.2300000190734863,2178700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.2300000190734863,1.3200000524520874,1.1799999475479126,1.2999999523162842,1276500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.3200000524520874,1.4700000286102295,1.2799999713897705,1.4299999475479126,1546000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.440000057220459,1.4500000476837158,1.3200000524520874,1.350000023841858,4132700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.309999942779541,1.3799999952316284,1.25,1.2699999809265137,2841300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.2999999523162842,1.3600000143051147,1.25,1.350000023841858,1166000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.309999942779541,1.3200000524520874,1.25,1.2999999523162842,569400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.2799999713897705,1.309999942779541,1.2100000381469729,1.2699999809265137,668600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.2699999809265137,1.3200000524520874,1.2400000095367432,1.309999942779541,614200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.2999999523162842,1.3200000524520874,1.25,1.2599999904632568,564400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.25,1.2699999809265137,755100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.2599999904632568,1.3600000143051147,1.2599999904632568,1.340000033378601,1314100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.3600000143051147,1.5,1.3200000524520874,1.3899999856948853,709600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.340000033378601,1.340000033378601,1.25,1.2699999809265137,793300.0,,,,,,,,,,
