Date,Open,High,Low,Close,Volume,"('Adj Close', 'TDUP')","('Close', 'TDUP')","('High', 'TDUP')","('Low', 'TDUP')","('Open', 'TDUP')","('Volume', 'TDUP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.220000028610229,2.309999942779541,2.220000028610229,2.2699999809265137,509500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.2699999809265137,2.2699999809265137,2.1600000858306885,2.180000066757202,679700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.190000057220459,2.194999933242798,2.0299999713897705,2.0899999141693115,940100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.069999933242798,2.0799999237060547,2.0199999809265137,2.039999961853028,498800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.049999952316284,2.150000095367432,2.039999961853028,2.119999885559082,222500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.0899999141693115,2.2049999237060547,2.069999933242798,2.0799999237060547,304200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0799999237060547,2.109999895095825,2.039999961853028,2.059999942779541,248000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.039999961853028,2.119999885559082,1.9600000381469729,2.0799999237060547,838800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.0799999237060547,2.150000095367432,2.039999961853028,2.059999942779541,419300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.049999952316284,2.0850000381469727,2.0,2.069999933242798,525200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.0199999809265137,2.1600000858306885,2.005000114440918,2.109999895095825,549200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.119999885559082,2.25,2.119999885559082,2.150000095367432,455100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.1600000858306885,2.1600000858306885,2.069999933242798,2.130000114440918,303700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.1600000858306885,2.299999952316284,2.1549999713897705,2.259999990463257,310600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.309999942779541,2.3499999046325684,2.25,2.2699999809265137,195900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.289999961853028,2.4200000762939453,2.2300000190734863,2.2799999713897705,612600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.299999952316284,2.325000047683716,2.240000009536743,2.25,195400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.25,2.319999933242798,2.240000009536743,2.2699999809265137,172100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.259999990463257,2.309999942779541,2.200000047683716,2.299999952316284,233000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.289999961853028,2.3399999141693115,2.220000028610229,2.319999933242798,482700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.309999942779541,2.3299999237060547,2.0299999713897705,2.0350000858306885,349100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.0899999141693115,2.0899999141693115,1.899999976158142,2.0350000858306885,917500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.0,2.009999990463257,1.9600000381469729,1.9700000286102293,215900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.9800000190734863,2.015000104904175,1.850000023841858,1.919999957084656,577100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.909999966621399,2.0199999809265137,1.899999976158142,1.9800000190734863,326500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.9700000286102293,2.0,1.940000057220459,1.940000057220459,406500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.940000057220459,2.009999990463257,1.8799999952316284,1.9800000190734863,571700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.9600000381469729,2.150000095367432,1.9600000381469729,2.0799999237060547,425500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.069999933242798,2.140000104904175,2.049999952316284,2.119999885559082,321300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.0199999809265137,2.140000104904175,2.0,2.0,704200.0,,,,,,,,,,
