Date,Open,High,Low,Close,Volume,"('Adj Close', 'EWCZ')","('Close', 'EWCZ')","('High', 'EWCZ')","('Low', 'EWCZ')","('Open', 'EWCZ')","('Volume', 'EWCZ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,13.56999969482422,13.71500015258789,13.06999969482422,13.270000457763672,674500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.029999732971191,13.210000038146973,12.545000076293944,12.600000381469728,633000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.710000038146973,12.710000038146973,12.15999984741211,12.640000343322754,646200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.640000343322754,13.079999923706056,12.520000457763672,13.0,788100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.479999542236328,15.960000038146973,13.300000190734863,15.489999771118164,1933900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.31999969482422,16.06999969482422,15.190999984741213,15.34000015258789,1602600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,15.25,15.640000343322754,15.204999923706056,15.399999618530272,1284800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,15.720000267028809,15.90999984741211,15.40999984741211,15.579999923706056,664200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,15.729999542236328,15.739999771118164,15.029999732971191,15.420000076293944,715700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.170000076293944,15.640000343322754,15.036999702453612,15.239999771118164,652400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,15.170000076293944,15.210000038146973,14.399999618530272,14.720000267028809,674800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,14.869999885559082,14.880000114440918,14.449999809265137,14.699999809265137,446400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.770000457763672,15.05500030517578,14.479999542236328,15.0,455400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.010000228881836,15.489999771118164,15.010000228881836,15.479999542236328,687000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.699999809265137,15.720000267028809,15.364999771118164,15.640000343322754,480200.0,,,,,,,,,,
