Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALLO')","('Close', 'ALLO')","('High', 'ALLO')","('Low', 'ALLO')","('Open', 'ALLO')","('Volume', 'ALLO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.190000057220459,3.7699999809265137,3.119999885559082,3.619999885559082,5504200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.569999933242798,3.569999933242798,3.289999961853028,3.3299999237060547,2713100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.3499999046325684,3.440000057220459,3.299999952316284,3.390000104904175,1688000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.799999952316284,2.930000066757202,2.609999895095825,2.9200000762939453,9754000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.8499999046325684,3.1700000762939453,2.8299999237060547,3.130000114440918,4484400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.069999933242798,3.150000095367432,2.990000009536743,3.049999952316284,2698700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.059999942779541,3.180000066757202,2.940000057220459,3.1700000762939453,3058400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.0999999046325684,3.430000066757202,3.059999942779541,3.2100000381469727,5490000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.2699999809265137,3.400000095367432,3.150000095367432,3.220000028610229,3191600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.1600000858306885,3.190000057220459,3.009999990463257,3.130000114440918,2294000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.059999942779541,3.3299999237060547,3.039999961853028,3.150000095367432,2795600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.1700000762939453,3.220000028610229,2.9800000190734863,3.200000047683716,2649700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.190000057220459,3.200000047683716,3.0199999809265137,3.0899999141693115,2643400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.109999895095825,3.240000009536743,3.049999952316284,3.1600000858306885,5653600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.2300000190734863,3.2699999809265137,3.0999999046325684,3.2100000381469727,1775400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.25,3.259999990463257,3.140000104904175,3.1600000858306885,1596300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.2100000381469727,3.2799999713897705,3.109999895095825,3.200000047683716,1854800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.2300000190734863,3.3299999237060547,3.200000047683716,3.240000009536743,1570000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.2300000190734863,3.539999961853028,3.119999885559082,3.539999961853028,1765700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.470000028610229,3.7100000381469727,3.4200000762939453,3.5999999046325684,3195600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.5999999046325684,3.690000057220459,3.4800000190734863,3.5199999809265137,2583000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.549999952316284,3.75,3.470000028610229,3.7100000381469727,1522100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.670000076293945,4.079999923706055,3.539999961853028,4.050000190734863,2817300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.9600000381469727,4.239999771118164,3.849999904632568,4.139999866485596,4058400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.099999904632568,4.349999904632568,4.010000228881836,4.110000133514404,2555900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.119999885559082,4.190000057220459,3.910000085830689,4.150000095367432,4076100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.150000095367432,4.579999923706055,4.139999866485596,4.369999885559082,2736200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.389999866485596,4.489999771118164,4.269999980926514,4.380000114440918,1857900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.380000114440918,4.960000038146973,4.349999904632568,4.960000038146973,2682700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.639999866485596,4.869999885559082,4.53000020980835,4.610000133514404,2744500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.659999847412109,4.909999847412109,4.659999847412109,4.900000095367432,2093800.0,,,,,,,,,,
