Date,Open,High,Low,Close,Volume,"('Adj Close', 'ROG')","('Close', 'ROG')","('High', 'ROG')","('Low', 'ROG')","('Open', 'ROG')","('Volume', 'ROG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,131.42999267578125,134.47000122070312,131.3800048828125,132.66000366210938,83600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,131.58999633789062,132.19000244140625,127.47000122070312,128.1699981689453,117300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,127.95999908447266,127.95999908447266,122.70999908447266,123.33000183105467,123600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,122.44000244140624,124.43000030517578,121.66000366210938,122.12999725341795,119000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,121.5,124.44000244140624,121.5,123.1500015258789,77900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,120.98999786376952,121.0199966430664,119.25,120.16999816894533,102800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,119.45999908447266,120.04000091552734,117.98999786376952,119.73999786376952,228800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,119.44000244140624,119.75,115.66999816894533,116.55999755859376,115000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,118.06999969482422,119.38999938964844,115.25,115.7699966430664,99900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,114.93000030517578,115.30999755859376,111.88999938964844,113.06999969482422,95200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,111.08000183105467,114.20999908447266,111.08000183105467,113.8499984741211,108300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,114.37000274658205,115.45999908447266,113.06999969482422,113.9000015258789,125000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,114.4499969482422,117.0500030517578,113.01000213623048,116.66999816894533,127200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,118.04000091552734,119.9499969482422,116.43000030517578,117.91000366210938,139300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,119.48999786376952,119.94000244140624,117.1999969482422,118.0,80900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,119.37000274658205,119.37000274658205,115.02999877929688,115.62000274658205,143300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,117.16000366210938,117.8000030517578,115.4000015258789,116.51000213623048,129300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,116.4499969482422,117.22000122070312,115.0,116.97000122070312,120100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,116.7300033569336,119.05999755859376,116.1500015258789,118.76000213623048,100600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,118.51000213623048,118.9800033569336,117.23999786376952,118.36000061035156,66300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,118.55999755859376,118.86000061035156,115.1500015258789,115.2699966430664,114600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,115.8000030517578,117.45999908447266,114.58999633789062,116.6999969482422,72300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,115.11000061035156,119.26000213623048,115.11000061035156,117.6500015258789,106100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,115.98999786376952,116.2300033569336,114.5500030517578,116.13999938964844,101100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,116.25,117.70999908447266,116.16999816894533,116.37999725341795,84200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,116.13999938964844,117.58000183105467,114.88999938964844,116.55999755859376,84700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,116.25,117.73999786376952,115.41000366210938,117.66999816894533,94300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,117.56999969482422,119.8499984741211,117.12000274658205,119.26000213623048,96800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,119.23999786376952,122.0999984741211,119.23999786376952,121.62000274658205,112500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,118.02999877929688,119.02999877929688,114.1500015258789,115.0500030517578,294700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,116.06999969482422,117.4000015258789,115.23999786376952,116.13999938964844,158800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,116.66999816894533,119.72000122070312,116.66999816894533,119.6999969482422,145100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,119.19000244140624,120.23999786376952,118.12000274658205,118.68000030517578,205800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,117.02999877929688,120.01000213623048,116.38999938964844,119.18000030517578,196200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,117.83999633789062,118.80999755859376,115.61000061035156,116.2300033569336,240600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,110.0999984741211,114.55999755859376,107.37000274658205,114.5,668400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,115.51000213623048,116.0500030517578,111.02999877929688,111.72000122070312,293400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,111.19000244140624,111.58000183105467,109.76000213623048,111.2699966430664,194300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,111.6999969482422,112.05999755859376,109.87999725341795,110.91999816894533,216200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,109.76000213623048,115.4000015258789,109.58000183105467,114.38999938964844,164000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,115.5,116.16999816894533,111.55999755859376,112.06999969482422,315400.0,,,,,,,,,,
