Date,Open,High,Low,Close,Volume,"('Adj Close', 'SHEN')","('Close', 'SHEN')","('High', 'SHEN')","('Low', 'SHEN')","('Open', 'SHEN')","('Volume', 'SHEN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.450000762939453,22.09000015258789,21.299999237060547,21.450000762939453,208000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.40999984741211,21.790000915527344,21.13999938964844,21.489999771118164,149100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.63999938964844,21.63999938964844,21.07999992370605,21.100000381469727,127600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.90999984741211,21.1200008392334,20.520000457763672,20.8799991607666,183200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.920000076293945,21.06999969482422,20.5,21.040000915527344,114000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.790000915527344,20.790000915527344,20.450000762939453,20.63999938964844,87500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.530000686645508,20.729999542236328,20.450000762939453,20.6299991607666,98600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.459999084472656,20.46999931335449,19.93000030517578,19.959999084472656,192400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.239999771118164,20.399999618530277,20.1299991607666,20.299999237060547,100500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.11000061035156,20.309999465942383,20.049999237060547,20.07999992370605,79600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.0,20.25,19.549999237060547,19.6200008392334,100900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.6299991607666,19.68000030517578,19.36000061035156,19.57999992370605,74200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.690000534057617,20.07999992370605,19.190000534057617,20.040000915527344,143300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.06999969482422,20.770000457763672,20.020000457763672,20.59000015258789,181400.0,,,,,,,,,,
