Date,Open,High,Low,Close,Volume,"('Adj Close', 'ODP')","('Close', 'ODP')","('High', 'ODP')","('Low', 'ODP')","('Open', 'ODP')","('Volume', 'ODP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,55.790000915527344,56.79999923706055,55.060001373291016,55.65999984741211,298300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,55.400001525878906,55.58000183105469,53.869998931884766,54.0,228100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.25,54.369998931884766,52.9900016784668,53.119998931884766,190600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,52.650001525878906,53.25,51.93000030517578,51.9900016784668,252900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,52.27999877929688,52.43999862670898,51.459999084472656,52.22999954223633,257500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,51.400001525878906,52.27000045776367,51.119998931884766,51.59000015258789,172700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,51.209999084472656,51.47999954223633,50.84000015258789,51.38999938964844,183100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,51.08000183105469,52.130001068115234,50.720001220703125,51.630001068115234,232900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,52.5,52.810001373291016,51.209999084472656,51.560001373291016,166000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,51.02999877929688,51.5,50.22999954223633,50.400001525878906,227600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,49.54999923706055,50.63999938964844,49.54999923706055,50.119998931884766,155900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,50.369998931884766,50.79999923706055,49.86000061035156,50.7599983215332,137500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,51.040000915527344,51.84000015258789,50.22999954223633,51.310001373291016,179600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,51.70000076293945,52.810001373291016,51.459999084472656,52.68999862670898,199900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.470001220703125,53.709999084472656,51.13999938964844,51.34000015258789,200500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,52.0099983215332,52.0099983215332,50.70000076293945,51.25,132400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,52.040000915527344,52.77999877929688,51.79999923706055,52.77999877929688,158400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,53.150001525878906,53.540000915527344,52.41999816894531,53.0099983215332,122500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,52.970001220703125,53.52999877929688,52.41999816894531,53.150001525878906,161100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,52.5099983215332,53.20000076293945,52.040000915527344,52.29999923706055,213600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,52.380001068115234,52.95000076293945,50.90999984741211,51.13999938964844,253600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,51.41999816894531,52.27999877929688,51.20000076293945,52.04999923706055,156400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,51.52999877929688,51.970001220703125,51.150001525878906,51.4900016784668,154600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,50.84000015258789,52.06999969482422,50.16999816894531,51.63999938964844,256300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,51.43999862670898,52.22999954223633,51.040000915527344,51.63999938964844,159400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,51.68000030517578,52.54999923706055,51.43999862670898,52.25,133300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,52.52000045776367,53.470001220703125,52.31999969482422,52.5,230800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,52.5,54.11000061035156,52.060001373291016,53.790000915527344,206900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,53.81999969482422,54.86000061035156,53.81999969482422,54.470001220703125,209400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,53.15999984741211,53.38999938964844,51.59999847412109,52.29999923706055,260600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,53.0,53.7400016784668,52.7400016784668,53.369998931884766,233800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,53.86000061035156,54.79999923706055,53.75,54.18000030517578,191300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,53.880001068115234,54.220001220703125,53.36000061035156,53.97999954223633,152000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,53.11000061035156,53.630001068115234,52.2400016784668,52.31999969482422,265600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,52.36000061035156,53.0,52.13999938964844,52.29999923706055,209700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,52.43000030517578,52.75,51.7400016784668,52.040000915527344,283700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,51.09000015258789,52.84999847412109,51.09000015258789,52.040000915527344,142500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,52.02000045776367,53.27000045776367,52.0099983215332,52.95000076293945,260100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,52.95000076293945,54.20000076293945,52.630001068115234,52.97999954223633,303700.0,,,,,,,,,,
