Date,Open,High,Low,Close,Volume,"('Adj Close', 'TISI')","('Close', 'TISI')","('High', 'TISI')","('Low', 'TISI')","('Open', 'TISI')","('Volume', 'TISI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.5,6.610000133514404,6.5,6.610000133514404,7600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.630000114440918,6.679999828338623,6.630000114440918,6.679999828338623,800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.5,6.599999904632568,6.5,6.550000190734863,5300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.480000019073486,6.670000076293945,6.480000019073486,6.559999942779541,4200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.519999980926514,6.75,6.5,6.5,5300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.5,6.940000057220459,6.5,6.829999923706055,10400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.829999923706055,7.019999980926514,6.829999923706055,6.96999979019165,13900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.889999866485596,6.960000038146973,6.579999923706055,6.579999923706055,29700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.849999904632568,6.940000057220459,6.769999980926514,6.800000190734863,8300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.849999904632568,6.920000076293945,6.449999809265137,6.449999809265137,27000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.289999961853027,6.639999866485596,6.28000020980835,6.5,5100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.699999809265137,6.699999809265137,6.340000152587891,6.349999904632568,8300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.380000114440918,6.539999961853027,6.269999980926514,6.309999942779541,9100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.199999809265137,6.420000076293945,6.199999809265137,6.199999809265137,7000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.329999923706055,6.570000171661377,6.150000095367432,6.349999904632568,4400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.429999828338623,6.480000019073486,6.360000133514404,6.480000019073486,3600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.480000019073486,7.070000171661377,6.46999979019165,6.960000038146973,13200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.909999847412109,7.179999828338623,6.71999979019165,6.980000019073486,17500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.829999923706055,6.829999923706055,6.809999942779541,6.809999942779541,500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.889999866485596,7.179999828338623,6.889999866485596,7.130000114440918,1700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.170000076293945,7.179999828338623,7.0,7.059999942779541,6700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.230000019073486,7.230000019073486,7.099999904632568,7.099999904632568,1700.0,,,,,,,,,,
