Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACGL')","('Close', 'ACGL')","('High', 'ACGL')","('Low', 'ACGL')","('Open', 'ACGL')","('Volume', 'ACGL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,74.61000061035156,75.73999786376953,74.27999877929688,75.55000305175781,1859700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,75.91000366210938,77.66000366210938,75.75,76.94000244140625,2213900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,77.72000122070312,78.45999908447266,77.30000305175781,77.47000122070312,1945600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,77.6500015258789,78.0,76.48999786376953,76.80999755859375,2073900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,77.1500015258789,77.30000305175781,75.72000122070312,77.12000274658203,1484600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,76.81999969482422,77.02999877929688,74.8499984741211,76.1500015258789,1839100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,76.23999786376953,77.30999755859375,76.23999786376953,76.95999908447266,1587600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,77.25,77.72000122070312,76.81999969482422,77.62000274658203,1314900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,77.7300033569336,78.0999984741211,77.05999755859375,77.69000244140625,1212100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,78.52999877929688,78.62999725341797,77.55000305175781,78.16999816894531,1468300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,77.94000244140625,79.29000091552734,77.94000244140625,78.66999816894531,1439500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,77.68000030517578,79.05999755859375,77.52999877929688,78.95999908447266,1801800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,79.66000366210938,81.37000274658203,79.66000366210938,80.87999725341797,1997000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,81.01000213623047,81.29000091552734,80.30000305175781,80.47000122070312,1641500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,80.43000030517578,81.0199966430664,80.01000213623047,80.33999633789062,1178700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,80.94999694824219,80.97000122070312,80.04000091552734,80.12999725341797,1486600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,80.0,80.4800033569336,78.66999816894531,79.5999984741211,1620800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,79.79000091552734,80.12999725341797,79.25,79.9000015258789,1321900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,79.2699966430664,79.83000183105469,79.0,79.7300033569336,1323500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,79.62000274658203,80.6500015258789,79.51000213623047,80.58000183105469,1036900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,80.98999786376953,82.77999877929688,80.9800033569336,82.43000030517578,2325800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,81.58000183105469,82.33000183105469,81.05999755859375,82.08999633789062,1841500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,83.16000366210938,83.63999938964844,82.5999984741211,83.30000305175781,1514700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,83.0199966430664,83.91000366210938,82.87000274658203,83.66000366210938,1803900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,83.9800033569336,84.1500015258789,83.16999816894531,83.30000305175781,1307200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,83.37999725341797,84.72000122070312,83.02999877929688,84.41999816894531,1385300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,83.97000122070312,84.23999786376953,80.97000122070312,82.76000213623047,1897700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,82.3499984741211,83.5199966430664,81.58999633789062,83.45999908447266,1130900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,83.58000183105469,83.61000061035156,82.75,83.0999984741211,1375200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,83.33000183105469,84.44999694824219,83.12000274658203,84.05999755859375,1586100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,84.0,85.37000274658203,83.91000366210938,84.87000274658203,2336100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,86.43000030517578,88.44000244140625,84.80000305175781,87.4000015258789,2431200.0,,,,,,,,,,
