Date,Open,High,Low,Close,Volume,"('Adj Close', 'CAT')","('Close', 'CAT')","('High', 'CAT')","('Low', 'CAT')","('Open', 'CAT')","('Volume', 'CAT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,293.42999267578125,296.6400146484375,291.3500061035156,292.7099914550781,2433100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,288.3900146484375,288.92999267578125,283.32000732421875,284.29998779296875,3043400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,284.4100036621094,288.2200012207031,283.7900085449219,286.1000061035156,2995400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,286.25,291.0,285.4700012207031,288.92999267578125,2684800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,287.5599975585937,292.67999267578125,285.239990234375,292.25,2369100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,289.2300109863281,292.3599853515625,288.0,292.2900085449219,1974500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,292.1499938964844,294.54998779296875,291.4599914550781,293.3500061035156,2048000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,294.6000061035156,295.6000061035156,289.4100036621094,292.0599975585937,1941400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,295.2699890136719,295.8299865722656,288.92999267578125,290.4100036621094,1955600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,288.8800048828125,290.2099914550781,285.6000061035156,287.2300109863281,3140100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,278.8299865722656,282.0199890136719,276.94000244140625,278.6300048828125,3789200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,280.0199890136719,282.5299987792969,277.6600036621094,281.8999938964844,2479300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,282.32000732421875,286.0799865722656,278.95001220703125,285.2799987792969,3047700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,286.1000061035156,290.5899963378906,286.1000061035156,288.6700134277344,2072200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,290.5,292.8800048828125,287.5199890136719,288.8299865722656,1866300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,290.8399963378906,292.6099853515625,288.3399963378906,290.67999267578125,2765900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,294.0,303.3099975585937,293.1300048828125,300.7699890136719,4647100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,301.0,302.9800109863281,298.6600036621094,299.42999267578125,2920500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,299.0199890136719,303.70001220703125,297.45001220703125,303.25,2101400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,300.510009765625,305.7300109863281,300.510009765625,304.760009765625,2150200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,305.57000732421875,305.75,299.92999267578125,300.3099975585937,2813000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,303.239990234375,308.07000732421875,301.94000244140625,307.69000244140625,3196300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,307.0,317.3699951171875,306.0,315.0899963378906,4658800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,334.8699951171875,334.8699951171875,315.9100036621094,321.3999938964844,6557500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,323.19000244140625,327.42999267578125,319.07000732421875,322.7200012207031,2825700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,322.94000244140625,327.82000732421875,321.1000061035156,323.5899963378906,3203000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,324.6700134277344,326.42999267578125,321.4200134277344,322.0,1986100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,322.0,322.3299865722656,315.57000732421875,317.1600036621094,2823000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,317.2099914550781,323.0899963378906,316.510009765625,321.6300048828125,2483600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,315.7900085449219,316.0,310.7900085449219,312.8399963378906,2923200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,316.010009765625,317.8500061035156,313.9700012207031,316.7099914550781,1887100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,315.95001220703125,323.2099914550781,315.4599914550781,323.07000732421875,2362900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,323.7200012207031,328.29998779296875,321.44000244140625,321.9100036621094,2513200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,317.260009765625,319.0,312.739990234375,313.739990234375,2701600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,312.8999938964844,317.82000732421875,312.8999938964844,317.1400146484375,1780200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,321.0,323.3699951171875,320.3399963378906,322.0899963378906,1875800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,323.0,325.0799865722656,322.04998779296875,323.8800048828125,1575000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,323.6499938964844,327.239990234375,322.25,325.3800048828125,1650000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,326.9800109863281,327.95001220703125,323.7699890136719,327.6300048828125,1640900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,327.3900146484375,331.67999267578125,326.989990234375,329.5599975585937,1471000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,331.0,334.8900146484375,330.1000061035156,333.9599914550781,2699800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,334.0,337.7699890136719,333.6000061035156,336.70001220703125,1815200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,335.6000061035156,340.260009765625,334.7900085449219,338.6499938964844,1551000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,335.4200134277344,338.989990234375,331.739990234375,333.5299987792969,2030000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,336.25,337.7300109863281,334.1600036621094,335.6300048828125,1542300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,338.510009765625,342.3399963378906,338.42999267578125,340.2200012207031,1732500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,342.07000732421875,344.5,338.1000061035156,339.19000244140625,2307100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,337.0,338.2099914550781,331.5299987792969,334.9700012207031,1868000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,335.2799987792969,338.3900146484375,332.739990234375,337.239990234375,1645900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,338.1400146484375,343.1000061035156,337.3900146484375,341.5199890136719,1818800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,344.54998779296875,346.8399963378906,338.94000244140625,341.9200134277344,2110200.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,342.9700012207031,347.2900085449219,341.1499938964844,346.9700012207031,4405500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,348.0799865722656,353.3399963378906,347.8599853515625,351.8999938964844,2528200.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,351.6000061035156,354.0,349.6199951171875,353.8999938964844,2207600.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,351.1199951171875,358.17999267578125,348.1400146484375,356.45001220703125,2563900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,357.6700134277344,365.2000122070313,356.7200012207031,364.55999755859375,2616300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,364.6000061035156,365.5199890136719,357.8599853515625,358.1099853515625,2051500.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,356.9599914550781,358.8699951171875,355.0299987792969,355.95001220703125,1774800.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,356.4599914550781,359.5899963378906,356.0,356.3900146484375,1637200.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,358.7200012207031,364.80999755859375,357.8800048828125,364.6499938964844,2262800.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,364.6199951171875,367.2200012207031,363.5299987792969,366.4299926757813,2028600.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,367.4800109863281,367.9299926757813,362.6400146484375,363.739990234375,1953800.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,362.30999755859375,364.989990234375,361.4800109863281,364.8299865722656,1968900.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,365.489990234375,376.0700073242188,364.6000061035156,375.7900085449219,2623700.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,377.3699951171875,381.0299987792969,368.8800048828125,369.7900085449219,2492200.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,372.5,381.0,371.7900085449219,379.2999877929688,2067000.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,379.1099853515625,382.010009765625,372.8900146484375,373.4700012207031,2690000.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,375.0299987792969,377.1600036621094,365.510009765625,371.8999938964844,2043300.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,366.2000122070313,372.6199951171875,364.3900146484375,372.0700073242188,2148500.0,,,,,,,,,,
