Date,Open,High,Low,Close,Volume,"('Adj Close', 'HIFS')","('Close', 'HIFS')","('High', 'HIFS')","('Low', 'HIFS')","('Open', 'HIFS')","('Volume', 'HIFS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,195.30999755859372,198.0500030517578,194.9499969482422,198.0500030517578,10300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,196.8800048828125,196.8800048828125,190.13999938964844,194.05999755859372,11800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,196.3699951171875,197.47000122070312,194.3300018310547,196.6000061035156,11800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,199.88999938964844,200.00999450683597,196.1000061035156,199.9900054931641,13100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,199.5,202.0,196.97999572753903,199.77999877929688,17300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,198.0,199.0,196.97000122070312,199.0,9000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,198.0,198.41000366210935,197.4900054931641,198.17999267578125,20900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,198.0,198.0,195.91000366210935,196.6300048828125,15700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,194.3999938964844,196.5399932861328,191.94000244140625,196.5399932861328,15600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,195.94000244140625,197.5399932861328,191.1999969482422,191.1999969482422,20900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,188.6300048828125,190.27999877929688,187.8600006103516,188.4900054931641,12900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,190.50999450683597,192.58999633789065,185.0,186.19000244140625,15900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,188.32000732421875,189.0399932861328,180.91000366210935,187.9900054931641,21000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,180.0,182.9900054931641,164.0,180.30999755859372,52900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,184.5399932861328,189.0,182.9900054931641,188.1100006103516,10200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,191.3500061035156,191.97000122070312,188.08999633789065,191.41000366210935,7200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,195.00999450683597,195.00999450683597,185.8999938964844,186.9499969482422,14400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,187.25999450683597,189.50999450683597,185.6199951171875,189.50999450683597,7500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,189.00999450683597,191.6999969482422,188.1999969482422,191.6999969482422,22300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,191.8999938964844,196.08999633789065,189.00999450683597,193.91000366210935,16100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,192.92999267578125,193.5,178.82000732421875,184.8600006103516,13700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,186.1000061035156,187.75999450683597,174.3800048828125,179.14999389648438,32200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,176.0,182.3800048828125,176.0,176.3000030517578,17200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,173.00999450683594,176.0,170.64999389648438,170.64999389648438,20600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,172.1199951171875,173.47000122070312,167.6199951171875,168.30999755859375,18900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,167.8800048828125,169.08999633789062,158.6999969482422,165.10000610351562,26900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,165.14999389648438,168.97999572753906,161.66000366210938,161.99000549316406,17400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,161.7899932861328,165.67999267578125,150.11000061035156,165.67999267578125,38600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,167.22999572753906,173.0,167.22999572753906,172.32000732421875,19400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,168.74000549316406,168.74000549316406,154.1999969482422,157.22000122070312,19900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,160.8800048828125,162.0,157.82000732421875,162.0,6100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,165.1999969482422,173.1999969482422,165.1999969482422,170.99000549316406,8000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,167.55999755859375,170.0800018310547,163.8699951171875,163.8699951171875,6000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,165.05999755859375,166.4600067138672,164.02999877929688,165.47999572753906,8400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,166.0500030517578,166.0500030517578,161.80999755859375,163.32000732421875,14000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,166.4199981689453,166.4199981689453,161.75999450683594,162.33999633789062,26900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,163.74000549316406,166.36000061035156,163.22999572753906,166.36000061035156,9000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,167.4499969482422,167.4499969482422,161.5,163.52999877929688,11300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,165.0,165.0,162.55999755859375,163.6699981689453,11100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,164.0,166.61000061035156,163.16000366210938,164.82000732421875,12700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,168.0,168.17999267578125,164.69000244140625,167.97999572753906,6800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,168.0399932861328,168.47000122070312,164.50999450683594,166.97000122070312,10100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,166.57000732421875,169.3800048828125,162.60000610351562,165.55999755859375,7400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,165.99000549316406,171.86000061035156,165.99000549316406,169.92999267578125,9400.0,,,,,,,,,,
