Date,Open,High,Low,Close,Volume,"('Adj Close', 'ED')","('Close', 'ED')","('High', 'ED')","('Low', 'ED')","('Open', 'ED')","('Volume', 'ED')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,90.6999969482422,92.5500030517578,90.55999755859376,92.41000366210938,1806900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,92.61000061035156,93.08000183105467,92.12000274658205,93.0,2014300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.48999786376952,94.0,92.9000015258789,93.25,1727100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,93.0500030517578,94.01000213623048,92.91999816894533,93.5199966430664,1972000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,93.41000366210938,93.87999725341795,93.06999969482422,93.80999755859376,1203500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,93.62999725341795,93.93000030517578,93.1500015258789,93.6999969482422,1291800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,93.52999877929688,94.77999877929688,93.37999725341795,94.31999969482422,1572400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.8499984741211,93.8499984741211,91.06999969482422,91.25,2045300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,91.77999877929688,92.0199966430664,91.2699966430664,91.62000274658205,2202500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,91.41000366210938,92.51000213623048,91.04000091552734,91.55999755859376,2038200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,91.05999755859376,92.37999725341795,89.93000030517578,90.5500030517578,1885300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,90.08999633789062,90.26000213623048,88.91999816894531,89.4000015258789,1682300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,89.37000274658203,90.12000274658205,88.83000183105469,89.86000061035156,1689900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,89.86000061035156,90.38999938964844,88.69000244140625,89.19999694824219,1678500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,89.05999755859375,89.52999877929688,88.52999877929688,89.12000274658203,1586100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,89.83000183105469,89.86000061035156,88.08000183105469,88.31999969482422,1932400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,89.13999938964844,89.72000122070312,88.37999725341797,89.66999816894531,1548400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,90.0,90.23999786376952,89.44000244140625,90.0199966430664,2218900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,90.0,91.12000274658205,89.58000183105469,90.58999633789062,2173300.0,,,,,,,,,,
