Date,Open,High,Low,Close,Volume,"('Adj Close', 'IAC')","('Close', 'IAC')","('High', 'IAC')","('Low', 'IAC')","('Open', 'IAC')","('Volume', 'IAC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,51.90999984741211,52.7400016784668,51.43999862670898,52.380001068115234,643800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,51.52000045776367,52.40999984741211,50.18999862670898,52.02000045776367,725900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,51.88999938964844,52.18000030517578,51.33000183105469,52.040000915527344,917300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.63999938964844,53.06999969482422,51.63999938964844,52.0,595800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,52.0,53.810001373291016,51.63999938964844,53.66999816894531,525200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,53.56999969482422,53.56999969482422,52.25,52.31999969482422,665300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,52.310001373291016,52.6150016784668,51.93000030517578,52.02000045776367,388500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,51.77999877929688,52.25,51.5099983215332,51.88999938964844,514100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,52.459999084472656,52.59999847412109,49.88999938964844,49.90999984741211,816500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.59000015258789,49.97999954223633,48.63999938964844,49.7599983215332,723500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.88999938964844,49.400001525878906,48.290000915527344,48.61000061035156,548200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,49.0,50.20800018310547,48.650001525878906,50.130001068115234,711100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,50.58000183105469,50.880001068115234,49.869998931884766,50.4900016784668,495000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,51.02000045776367,52.36000061035156,50.540000915527344,51.459999084472656,542200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,52.09000015258789,52.5,51.25,51.75,324700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,52.5,52.5,50.290000915527344,50.369998931884766,472700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,50.900001525878906,51.060001373291016,50.33000183105469,50.56999969482422,459000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,50.59000015258789,51.560001373291016,50.59000015258789,51.060001373291016,354300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,51.25,52.22999954223633,51.18999862670898,51.97999954223633,306500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,51.59000015258789,51.630001068115234,51.02999877929688,51.18000030517578,364100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,50.7400016784668,51.81999969482422,50.02999877929688,50.209999084472656,365900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,50.43999862670898,51.5,50.334999084472656,51.5,366500.0,,,,,,,,,,
