Date,Open,High,Low,Close,Volume,"('Adj Close', 'LWLG')","('Close', 'LWLG')","('High', 'LWLG')","('Low', 'LWLG')","('Open', 'LWLG')","('Volume', 'LWLG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.929999828338623,4.949999809265137,4.519999980926514,4.599999904632568,860300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.519999980926514,4.559999942779541,4.369999885559082,4.409999847412109,786900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.409999847412109,4.699999809265137,4.360000133514404,4.420000076293945,636200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.349999904632568,4.550000190734863,4.28000020980835,4.400000095367432,872700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.409999847412109,4.650000095367432,4.360000133514404,4.610000133514404,588300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.53000020980835,4.53000020980835,4.329999923706055,4.389999866485596,674600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.369999885559082,4.389999866485596,4.25,4.269999980926514,644200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.300000190734863,4.300000190734863,4.110000133514404,4.199999809265137,549100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.340000152587891,4.340000152587891,4.079999923706055,4.099999904632568,629200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.019999980926514,4.099999904632568,3.819999933242798,3.990000009536743,1251600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.930000066757202,3.940000057220459,3.829999923706055,3.900000095367432,801500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.920000076293945,4.010000228881836,3.869999885559082,3.9700000286102295,734800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.019999980926514,4.199999809265137,3.950000047683716,4.199999809265137,874300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.269999980926514,4.429999828338623,4.21999979019165,4.320000171661377,730100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.409999847412109,4.539999961853027,4.369999885559082,4.5,638900.0,,,,,,,,,,
