Date,Open,High,Low,Close,Volume,"('Adj Close', 'NHC')","('Close', 'NHC')","('High', 'NHC')","('Low', 'NHC')","('Open', 'NHC')","('Volume', 'NHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,91.87000274658205,93.86000061035156,91.87000274658205,93.23999786376952,97500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,92.87999725341795,94.48999786376952,92.76000213623048,93.19000244140624,93400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.88999938964844,94.58000183105467,93.12000274658205,93.5,76600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,92.94000244140624,93.87000274658205,92.05999755859376,92.1999969482422,125700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,92.48999786376952,94.83999633789062,92.4499969482422,94.77999877929688,74200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,94.0,95.12000274658205,93.11000061035156,94.61000061035156,104000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,94.2300033569336,95.91999816894533,93.7699966430664,95.58999633789062,94000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,95.47000122070312,95.81999969482422,94.76000213623048,95.30999755859376,89500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.20999908447266,97.47000122070312,95.20999908447266,97.38999938964844,106100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,97.0199966430664,97.16999816894533,95.7300033569336,96.08999633789062,70300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,95.47000122070312,96.9000015258789,94.63999938964844,95.04000091552734,68300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,96.16000366210938,96.16000366210938,95.04000091552734,95.30999755859376,50500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,95.76000213623048,96.44000244140624,93.8499984741211,96.44000244140624,68200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,96.29000091552734,99.16000366210938,96.29000091552734,98.06999969482422,96200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,99.1500015258789,99.9800033569336,97.58999633789062,98.13999938964844,89300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,98.9800033569336,99.56999969482422,97.4000015258789,97.4000015258789,80000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,98.61000061035156,98.61000061035156,96.58999633789062,98.0999984741211,77200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,98.87000274658205,98.9800033569336,97.0999984741211,97.75,66700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,97.37000274658205,97.98999786376952,96.5500030517578,97.08000183105467,58500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,96.7300033569336,96.80999755859376,95.37999725341795,95.5999984741211,95500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,95.75,95.91999816894533,92.9000015258789,93.04000091552734,138500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,93.4800033569336,93.66999816894533,91.94000244140624,93.16999816894533,103700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,92.77999877929688,93.6500015258789,92.0199966430664,92.37999725341795,70200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,91.9499969482422,92.18000030517578,90.86000061035156,90.86000061035156,55800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,90.5999984741211,91.91000366210938,90.43000030517578,91.16000366210938,83900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,90.98999786376952,91.6500015258789,90.37999725341795,90.5,57500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,90.62000274658205,91.3499984741211,90.31999969482422,90.9499969482422,72500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,91.37000274658205,92.80999755859376,91.37000274658205,92.5,86000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,92.2300033569336,93.62000274658205,92.06999969482422,93.2300033569336,71400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,91.7300033569336,92.98999786376952,89.55000305175781,90.12000274658205,92500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,90.5999984741211,91.81999969482422,89.72000122070312,91.69000244140624,86600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,92.1999969482422,92.63999938964844,91.22000122070312,92.33999633789062,79400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,95.0,95.5199966430664,92.5999984741211,93.3499984741211,131000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,92.5500030517578,97.8499984741211,92.5500030517578,97.6500015258789,158700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,97.73999786376952,99.08000183105467,96.51000213623048,98.87000274658205,99000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,98.72000122070312,100.76000213623048,98.12000274658205,100.76000213623048,71300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,100.48999786376952,101.80999755859376,98.25,98.33999633789062,45200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,98.25,99.68000030517578,98.25,98.7300033569336,57300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,99.20999908447266,99.20999908447266,97.5199966430664,98.01000213623048,84700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,97.25,98.26000213623048,96.81999969482422,97.81999969482422,45600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,98.38999938964844,98.76000213623048,97.76000213623048,98.66000366210938,47600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,98.22000122070312,99.08000183105467,95.5500030517578,96.2699966430664,69000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,96.41000366210938,97.3000030517578,95.01000213623048,95.41999816894533,77800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,94.9800033569336,96.63999938964844,94.04000091552734,94.0999984741211,112500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,94.08999633789062,95.06999969482422,93.30999755859376,95.06999969482422,76100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,95.08999633789062,96.5,94.25,95.62999725341795,59500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,96.16000366210938,96.3000030517578,92.3499984741211,92.54000091552734,99300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,92.76000213623048,95.88999938964844,92.76000213623048,94.8000030517578,86800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,94.38999938964844,96.79000091552734,94.38999938964844,96.4800033569336,59000.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,95.62000274658205,97.08000183105467,94.4000015258789,94.4800033569336,66600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,94.33999633789062,94.63999938964844,92.69000244140624,93.06999969482422,65600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,92.4800033569336,94.37999725341795,91.44000244140624,92.26000213623048,227000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,91.70999908447266,92.48999786376952,91.37000274658205,91.75,91100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,91.23999786376952,92.97000122070312,91.23999786376952,92.73999786376952,70300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,92.30999755859376,94.08999633789062,91.51000213623048,93.68000030517578,66900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,93.58999633789062,94.66999816894533,92.95999908447266,93.3499984741211,60700.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,92.77999877929688,92.97000122070312,91.72000122070312,92.8499984741211,56300.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,92.41000366210938,93.26000213623048,91.69000244140624,92.04000091552734,33100.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,92.33999633789062,92.5199966430664,91.44000244140624,91.56999969482422,47700.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,91.66999816894533,93.4000015258789,91.66999816894533,93.30999755859376,48800.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,93.23999786376952,94.94000244140624,92.5999984741211,94.51000213623048,117000.0,,,,,,,,,,
