Date,Open,High,Low,Close,Volume,"('Adj Close', 'PJT')","('Close', 'PJT')","('High', 'PJT')","('Low', 'PJT')","('Open', 'PJT')","('Volume', 'PJT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,100.9800033569336,101.38500213623048,99.25499725341795,100.43000030517578,249300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,98.9800033569336,99.73999786376952,97.3000030517578,97.43000030517578,323700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,97.36000061035156,98.23999786376952,96.5199966430664,96.61000061035156,189700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,95.4000015258789,96.95999908447266,94.83999633789062,95.72000122070312,256500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,96.12000274658205,96.66000366210938,95.20999908447266,96.5,220700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,94.06999969482422,96.0999984741211,93.73999786376952,95.7699966430664,290100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,95.4800033569336,95.95999908447266,93.5199966430664,93.8000030517578,273400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.33999633789062,95.04000091552734,91.61000061035156,94.97000122070312,397100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.9499969482422,96.12000274658205,93.68000030517578,95.06999969482422,151200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,94.18000030517578,96.37999725341795,93.87100219726562,96.1999969482422,183500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,95.4800033569336,97.06999969482422,95.4800033569336,96.68000030517578,177500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,97.04000091552734,97.40799713134766,95.875,96.5999984741211,134600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,97.38999938964844,98.08999633789062,95.94499969482422,98.08999633789062,155100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,98.73999786376952,99.88999938964844,98.73999786376952,99.81999969482422,220500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,100.5,100.6500015258789,98.62999725341795,98.63999938964844,167000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,99.7699966430664,99.7699966430664,98.44000244140624,98.5500030517578,137000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,99.2300033569336,99.33000183105467,96.2300033569336,96.8000030517578,301000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,97.4499969482422,98.0199966430664,96.60399627685548,96.83999633789062,162600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,96.66999816894533,98.6999969482422,96.61000061035156,98.68000030517578,210200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,98.38999938964844,98.94499969482422,97.27999877929688,98.2699966430664,166000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,98.1500015258789,98.83000183105467,95.75,96.16999816894533,183600.0,,,,,,,,,,
