Date,Open,High,Low,Close,Volume,"('Adj Close', 'LMAT')","('Close', 'LMAT')","('High', 'LMAT')","('Low', 'LMAT')","('Open', 'LMAT')","('Volume', 'LMAT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.34000015258789,57.36000061035156,56.16999816894531,56.709999084472656,138300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.4900016784668,56.4900016784668,53.880001068115234,54.02999877929688,136700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.25,54.79999923706055,53.56999969482422,54.220001220703125,101100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,53.68999862670898,54.45000076293945,52.880001068115234,54.0,87100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,54.34000015258789,56.02000045776367,54.02999877929688,55.880001068115234,76900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,55.060001373291016,56.209999084472656,55.060001373291016,55.18999862670898,58800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,55.16999816894531,56.02000045776367,54.88999938964844,56.02000045776367,67700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,55.709999084472656,56.36000061035156,54.61000061035156,55.2599983215332,93000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,55.81999969482422,56.31999969482422,54.77999877929688,55.68999862670898,108200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,55.68000030517578,56.970001220703125,55.040000915527344,56.540000915527344,121200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,56.060001373291016,56.93000030517578,56.060001373291016,56.90999984741211,71100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,57.08000183105469,58.0099983215332,56.84999847412109,58.0099983215332,78300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,58.2599983215332,58.40999984741211,56.86000061035156,57.650001525878906,64200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,57.900001525878906,59.08000183105469,56.7599983215332,58.869998931884766,88100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,59.59999847412109,59.59999847412109,57.790000915527344,58.58000183105469,79900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,59.380001068115234,59.380001068115234,57.41999816894531,57.459999084472656,88600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.45000076293945,58.45000076293945,56.93000030517578,57.47999954223633,59300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,57.91999816894531,57.91999816894531,56.5,56.619998931884766,60000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,56.560001373291016,58.25,56.040000915527344,58.220001220703125,66800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,57.84999847412109,58.27000045776367,57.52000045776367,58.20000076293945,50400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,58.43000030517578,59.33000183105469,56.61000061035156,58.040000915527344,115700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,58.209999084472656,58.83000183105469,57.310001373291016,58.790000915527344,82800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,58.02999877929688,59.0099983215332,57.54999923706055,58.70000076293945,71000.0,,,,,,,,,,
