Date,Open,High,Low,Close,Volume,"('Adj Close', 'MGYR')","('Close', 'MGYR')","('High', 'MGYR')","('Low', 'MGYR')","('Open', 'MGYR')","('Volume', 'MGYR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.300000190734863,11.300000190734863,11.270000457763672,11.300000190734863,4300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.25,11.399999618530272,11.229999542236328,11.390000343322754,18400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.289999961853027,11.350000381469728,11.289999961853027,11.350000381469728,3800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.460000038146973,11.739999771118164,11.369999885559082,11.600000381469728,11900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.75,11.84000015258789,11.600000381469728,11.649999618530272,4400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,11.579999923706056,11.800000190734863,11.56999969482422,11.800000190734863,5300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.850000381469728,11.850000381469728,11.760000228881836,11.760000228881836,800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.68000030517578,11.68000030517578,11.289999961853027,11.4399995803833,9200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.4399995803833,11.4399995803833,11.4399995803833,11.4399995803833,0.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.529999732971191,11.529999732971191,11.350000381469728,11.529999732971191,2300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.25,11.800000190734863,11.25,11.800000190734863,900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.949999809265137,11.829999923706056,10.949999809265137,11.68000030517578,5300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.5,11.789999961853027,11.390000343322754,11.510000228881836,3200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.399999618530272,11.449999809265137,11.25,11.279999732971191,1700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.600000381469728,11.600000381469728,11.260000228881836,11.260000228881836,2500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.520000457763672,11.619999885559082,11.279999732971191,11.279999732971191,1300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.600000381469728,11.600000381469728,11.289999961853027,11.350000381469728,2100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,11.800000190734863,11.800000190734863,11.5,11.6899995803833,1800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,11.31999969482422,11.399999618530272,11.3100004196167,11.399999618530272,2700.0,,,,,,,,,,
