Date,Open,High,Low,Close,Volume,"('Adj Close', 'AGNC')","('Close', 'AGNC')","('High', 'AGNC')","('Low', 'AGNC')","('Open', 'AGNC')","('Volume', 'AGNC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.729999542236328,9.75,9.59000015258789,9.65999984741211,13970300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.5600004196167,9.59000015258789,9.3100004196167,9.5,13575500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.5,9.5,9.350000381469728,9.390000343322754,13891700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.34000015258789,9.649999618530272,9.300000190734863,9.600000381469728,11974700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.640000343322754,9.970000267028809,9.5600004196167,9.960000038146973,14624300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.880000114440918,9.970000267028809,9.829999923706056,9.949999809265137,9567500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.979999542236328,10.06999969482422,9.890000343322754,9.93000030517578,9036100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.899999618530272,10.0,9.729999542236328,9.970000267028809,13109300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.020000457763672,10.1899995803833,10.010000228881836,10.06999969482422,11221300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.979999542236328,10.050000190734863,9.869999885559082,9.9399995803833,12248300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.8100004196167,9.899999618530272,9.670000076293944,9.699999809265137,11579200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.770000457763672,9.829999923706056,9.640000343322754,9.760000228881836,17948100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.8100004196167,9.81999969482422,9.520000457763672,9.789999961853027,17815000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.850000381469728,9.890000343322754,9.630000114440918,9.699999809265137,15674200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.600000381469728,9.800000190734863,9.520000457763672,9.75,26033400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.850000381469728,9.920000076293944,9.710000038146973,9.720000267028809,14822900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.770000457763672,9.850000381469728,9.699999809265137,9.81999969482422,11862800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.859999656677246,9.899999618530272,9.800000190734863,9.8100004196167,10275900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.850000381469728,9.949999809265137,9.779999732971191,9.920000076293944,12981000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,9.770000457763672,9.770000457763672,9.59000015258789,9.59000015258789,13543100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.609999656677246,9.6899995803833,9.470000267028809,9.479999542236328,14116300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.5600004196167,9.699999809265137,9.34000015258789,9.670000076293944,17807600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.470000267028809,9.609999656677246,9.40999984741211,9.550000190734863,13645200.0,,,,,,,,,,
