Date,Open,High,Low,Close,Volume,"('Adj Close', 'PD')","('Close', 'PD')","('High', 'PD')","('Low', 'PD')","('Open', 'PD')","('Volume', 'PD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.81999969482422,22.96999931335449,21.88999938964844,21.920000076293945,1730800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.399999618530277,22.06999969482422,21.18000030517578,21.200000762939453,2183100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.020000457763672,21.665000915527344,20.809999465942383,21.5,1893500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.32999992370605,21.739999771118164,21.225000381469727,21.31999969482422,1241700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.31999969482422,23.26499938964844,21.309999465942383,23.1200008392334,2467600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.84000015258789,23.399999618530277,22.649999618530277,22.68000030517578,1101800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.670000076293945,26.549999237060547,22.6200008392334,26.5,9337400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.5,26.57999992370605,25.46999931335449,25.6299991607666,2447100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.84000015258789,26.700000762939453,25.84000015258789,26.229999542236328,2543700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.850000381469727,26.149999618530277,25.56999969482422,26.100000381469727,2309700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.82999992370605,25.959999084472656,25.145000457763672,25.899999618530277,1848900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.38999938964844,26.520000457763672,25.600000381469727,26.049999237060547,1220100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.270000457763672,26.270000457763672,25.559999465942383,25.86000061035156,996700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.09000015258789,26.600000381469727,25.674999237060547,25.90999984741211,1497900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.09000015258789,26.239999771118164,25.56999969482422,25.6200008392334,1074700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.13999938964844,25.229999542236328,24.25,24.270000457763672,1539100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,24.520000457763672,24.75,23.895000457763672,23.93000030517578,1204000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,24.020000457763672,24.450000762939453,23.729999542236328,23.790000915527344,1243300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,23.84000015258789,24.674999237060547,23.709999084472656,24.65999984741211,1064900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,24.530000686645508,24.63500022888184,23.979999542236328,24.01000022888184,536600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,23.82999992370605,24.479999542236328,23.559999465942383,23.68000030517578,1298800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,23.770000457763672,24.209999084472656,23.44099998474121,24.149999618530277,809800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,23.75,24.0,23.290000915527344,23.770000457763672,976600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,23.6299991607666,23.90999984741211,23.13999938964844,23.479999542236328,943600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,23.489999771118164,23.959999084472656,23.46999931335449,23.86000061035156,549300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,23.989999771118164,24.125,23.549999237060547,23.809999465942383,757200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,23.799999237060547,24.43000030517578,23.6200008392334,24.209999084472656,642900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,24.5,25.270000457763672,24.40999984741211,25.15999984741211,1207300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,25.229999542236328,25.46999931335449,24.854999542236328,24.8799991607666,961300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,23.71999931335449,24.209999084472656,23.209999084472656,23.809999465942383,1368100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,24.0,24.56999969482422,23.8799991607666,24.540000915527344,933600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,24.899999618530277,24.989999771118164,24.290000915527344,24.489999771118164,852100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,24.190000534057617,24.25,23.600000381469727,23.86000061035156,1562200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,23.520000457763672,23.75,23.309999465942383,23.68000030517578,697200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,23.100000381469727,23.420000076293945,22.40999984741211,22.520000457763672,1057300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,22.920000076293945,23.23500061035156,22.36000061035156,23.149999618530277,1349700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,23.350000381469727,23.540000915527344,22.989999771118164,23.26000022888184,525800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,23.149999618530277,23.90999984741211,22.940000534057617,23.71999931335449,803500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,23.899999618530277,24.190000534057617,23.68000030517578,23.950000762939453,1472400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,23.68000030517578,23.770000457763672,23.32999992370605,23.68000030517578,557800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,23.96999931335449,24.354999542236328,23.790000915527344,24.15999984741211,1061000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,24.11000061035156,24.670000076293945,23.86000061035156,24.649999618530277,672800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,24.65999984741211,24.729999542236328,24.145000457763672,24.61000061035156,943400.0,,,,,,,,,,
