Date,Open,High,Low,Close,Volume,"('Adj Close', 'CDXS')","('Close', 'CDXS')","('High', 'CDXS')","('Low', 'CDXS')","('Open', 'CDXS')","('Volume', 'CDXS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.990000009536743,3.2799999713897705,2.970000028610229,3.119999885559082,563800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.0199999809265137,3.1600000858306885,2.9100000858306885,2.930000066757202,525600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.890000104904175,2.9800000190734863,2.799999952316284,2.8499999046325684,522700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.799999952316284,2.970000028610229,2.650000095367432,2.789999961853028,726100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.7799999713897705,2.900000095367432,2.700000047683716,2.869999885559082,413600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.8299999237060547,2.8399999141693115,2.700000047683716,2.700000047683716,443000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.7300000190734863,2.940000057220459,2.700000047683716,2.940000057220459,557800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.970000028610229,3.039999961853028,2.809999942779541,2.880000114440918,571400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.9600000381469727,3.059999942779541,2.8299999237060547,2.859999895095825,450100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.809999942779541,2.940000057220459,2.700000047683716,2.7100000381469727,415700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.75,2.75,2.5899999141693115,2.680000066757202,387700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.7100000381469727,2.7300000190734863,2.5999999046325684,2.680000066757202,338700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.7100000381469727,2.740000009536743,2.5999999046325684,2.690000057220459,487600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.720000028610229,2.819999933242798,2.619999885559082,2.809999942779541,661800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.8299999237060547,3.009999990463257,2.8299999237060547,2.990000009536743,468400.0,,,,,,,,,,
