Date,Open,High,Low,Close,Volume,"('Adj Close', 'RES')","('Close', 'RES')","('High', 'RES')","('Low', 'RES')","('Open', 'RES')","('Volume', 'RES')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.28000020980835,7.429999828338623,7.119999885559082,7.130000114440918,2375400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.099999904632568,7.400000095367432,7.03000020980835,7.269999980926514,1483100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.349999904632568,7.389999866485596,7.090000152587891,7.090000152587891,1552200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.159999847412109,7.230000019073486,7.090000152587891,7.170000076293945,1296600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.980000019073486,7.019999980926514,6.78000020980835,6.880000114440918,1825900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.900000095367432,6.909999847412109,6.670000076293945,6.75,1516500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.690000057220459,6.690000057220459,6.579999923706055,6.630000114440918,1111400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.659999847412109,6.710000038146973,6.539999961853027,6.679999828338623,1595400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.809999942779541,6.900000095367432,6.659999847412109,6.739999771118164,1228900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.730000019073486,6.739999771118164,6.510000228881836,6.519999980926514,999200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.46999979019165,6.5,6.340000152587891,6.420000076293945,1404900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.460000038146973,6.480000019073486,6.340000152587891,6.460000038146973,1232700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.510000228881836,6.519999980926514,6.389999866485596,6.489999771118164,1351000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.489999771118164,6.670000076293945,6.409999847412109,6.650000095367432,1581000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.699999809265137,6.809999942779541,6.579999923706055,6.639999866485596,1797300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.730000019073486,6.929999828338623,6.690000057220459,6.900000095367432,3288900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.130000114440918,7.349999904632568,6.860000133514404,7.320000171661377,3924000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.300000190734863,7.610000133514404,7.230000019073486,7.409999847412109,3076300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.349999904632568,7.460000038146973,7.239999771118164,7.420000076293945,1875100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.230000019073486,7.670000076293945,7.21999979019165,7.619999885559082,2927100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.650000095367432,7.670000076293945,7.300000190734863,7.309999942779541,2311200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.380000114440918,7.449999809265137,7.179999828338623,7.260000228881836,1831800.0,,,,,,,,,,
