Date,Open,High,Low,Close,Volume,"('Adj Close', 'CNX')","('Close', 'CNX')","('High', 'CNX')","('Low', 'CNX')","('Open', 'CNX')","('Volume', 'CNX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.229999542236328,20.600000381469727,20.170000076293945,20.350000381469727,2020900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.399999618530277,20.8799991607666,20.299999237060547,20.63999938964844,2725000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.76000022888184,20.780000686645508,20.299999237060547,20.3700008392334,2618500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.63999938964844,20.76000022888184,20.38999938964844,20.65999984741211,1784500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.40999984741211,20.63999938964844,20.100000381469727,20.59000015258789,3059800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.65999984741211,20.65999984741211,20.07999992370605,20.32999992370605,2794800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.290000915527344,20.290000915527344,19.739999771118164,19.940000534057617,2024400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.940000534057617,20.07999992370605,19.65999984741211,19.82999992370605,3031400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.1299991607666,20.229999542236328,19.8799991607666,20.1200008392334,1666300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.920000076293945,19.96999931335449,19.459999084472656,19.5,2089100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.399999618530277,19.57999992370605,19.209999084472656,19.43000030517578,3443900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.600000381469727,19.600000381469727,19.15999984741211,19.43000030517578,3096400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.46999931335449,19.82999992370605,19.36000061035156,19.809999465942383,4817700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.780000686645508,20.030000686645508,19.61000061035156,19.88999938964844,2656800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.8700008392334,20.020000457763672,19.76000022888184,19.809999465942383,3078200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.96999931335449,20.190000534057617,19.920000076293945,20.07999992370605,4576800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.299999237060547,21.1200008392334,19.799999237060547,20.420000076293945,8841400.0,,,,,,,,,,
