Date,Open,High,Low,Close,Volume,"('Adj Close', 'WDFC')","('Close', 'WDFC')","('High', 'WDFC')","('Low', 'WDFC')","('Open', 'WDFC')","('Volume', 'WDFC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,237.05999755859372,244.7100067138672,237.05999755859372,241.38999938964844,196000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,241.3699951171875,241.5,233.3600006103516,234.38999938964844,141800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,235.0,237.3800048828125,233.00999450683597,234.13999938964844,117700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,232.94000244140625,237.1000061035156,231.6000061035156,232.47999572753903,209100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,232.19000244140625,238.13999938964844,232.19000244140625,237.8300018310547,210700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,236.42999267578125,239.97999572753903,234.8800048828125,236.6100006103516,333500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,256.8999938964844,278.7799987792969,252.8600006103516,272.5899963378906,650100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,271.5599975585937,273.5799865722656,265.739990234375,268.7699890136719,239600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,270.6300048828125,273.45001220703125,266.760009765625,272.9700012207031,140900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,272.6300048828125,276.3800048828125,271.8599853515625,275.82000732421875,143400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,275.2300109863281,278.3299865722656,272.010009765625,274.5400085449219,179800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,274.9800109863281,274.9800109863281,266.6099853515625,266.8299865722656,138500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,269.239990234375,269.239990234375,263.6499938964844,264.0400085449219,135000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,264.9800109863281,266.79998779296875,262.82000732421875,265.42999267578125,136600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,266.989990234375,269.6300048828125,264.2300109863281,266.67999267578125,113200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,267.42999267578125,267.42999267578125,255.6100006103516,256.6499938964844,162900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,258.510009765625,258.510009765625,254.82000732421875,256.4800109863281,90300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,258.04998779296875,259.7300109863281,257.57000732421875,258.75,79700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,258.17999267578125,265.4700012207031,258.17999267578125,265.239990234375,95800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,264.7799987792969,269.6099853515625,263.19000244140625,268.8900146484375,139800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,269.19000244140625,269.42999267578125,258.9800109863281,258.9800109863281,93900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,259.8999938964844,263.2200012207031,259.0,261.1499938964844,112100.0,,,,,,,,,,
