Date,Open,High,Low,Close,Volume,"('Adj Close', 'PLBC')","('Close', 'PLBC')","('High', 'PLBC')","('Low', 'PLBC')","('Open', 'PLBC')","('Volume', 'PLBC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.5,41.95000076293945,41.310001373291016,41.310001373291016,6500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,41.38999938964844,41.9900016784668,40.09999847412109,40.09999847412109,9600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,40.47999954223633,40.70000076293945,39.310001373291016,39.310001373291016,6500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,39.0099983215332,39.95000076293945,38.86000061035156,38.86000061035156,19200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,38.75,38.75,37.36000061035156,38.2400016784668,11600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,38.20000076293945,38.20000076293945,37.56999969482422,37.56999969482422,4200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.709999084472656,38.0,37.08000183105469,37.91999816894531,14900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,36.25,37.81999969482422,36.25,37.77999877929688,6200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.13999938964844,38.4900016784668,37.5,37.59999847412109,7500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,37.869998931884766,37.869998931884766,37.400001525878906,37.59999847412109,8300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.0099983215332,37.88999938964844,37.0099983215332,37.43999862670898,18000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.900001525878906,37.880001068115234,36.900001525878906,37.880001068115234,3000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.83000183105469,38.869998931884766,37.90999984741211,38.869998931884766,6400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,38.459999084472656,40.27000045776367,38.459999084472656,40.27000045776367,7000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,40.470001220703125,40.470001220703125,38.93000030517578,39.13999938964844,10100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.38999938964844,39.38999938964844,38.38999938964844,38.79999923706055,9200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,39.119998931884766,39.540000915527344,38.84000015258789,38.84000015258789,5700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,39.25,39.25,38.31999969482422,38.83000183105469,2500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,39.25,39.25,39.25,39.25,3200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,39.25,39.25,38.41999816894531,38.41999816894531,3700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,38.720001220703125,38.720001220703125,35.279998779296875,35.279998779296875,8600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,36.08000183105469,37.810001373291016,36.08000183105469,37.209999084472656,7600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,36.310001373291016,37.900001525878906,36.310001373291016,36.560001373291016,6100.0,,,,,,,,,,
