Date,Open,High,Low,Close,Volume,"('Adj Close', 'ES')","('Close', 'ES')","('High', 'ES')","('Low', 'ES')","('Open', 'ES')","('Volume', 'ES')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,61.5099983215332,63.84000015258789,61.38999938964844,63.7400016784668,2188000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,63.470001220703125,64.63999938964844,62.900001525878906,64.29000091552734,2511800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,64.33000183105469,64.63999938964844,62.81999969482422,62.88999938964844,2351100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.70000076293945,62.84999847412109,61.65999984741211,62.06999969482422,3340600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,61.91999816894531,62.880001068115234,61.83000183105469,62.869998931884766,1806600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,59.77999877929688,59.77999877929688,57.959999084472656,58.0,7426200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,57.34999847412109,58.4900016784668,57.130001068115234,58.36000061035156,3414900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,58.119998931884766,58.22999954223633,56.29999923706055,57.119998931884766,2717500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,57.4900016784668,57.65999984741211,56.630001068115234,56.880001068115234,2195400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,56.68000030517578,56.90999984741211,55.970001220703125,56.2400016784668,2617800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.52000045776367,56.36000061035156,54.54999923706055,54.7599983215332,2880700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,54.5099983215332,54.83000183105469,53.54999923706055,54.0,2993700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,54.0,54.06999969482422,53.0099983215332,53.40999984741211,5158000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,53.59999847412109,54.0099983215332,52.630001068115234,52.77999877929688,3718700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.0099983215332,53.43999862670898,52.09000015258789,52.880001068115234,4203100.0,,,,,,,,,,
