Date,Open,High,Low,Close,Volume,"('Adj Close', 'IBTX')","('Close', 'IBTX')","('High', 'IBTX')","('Low', 'IBTX')","('Open', 'IBTX')","('Volume', 'IBTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,50.43999862670898,52.56999969482422,49.91999816894531,51.27999877929688,246900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,50.84000015258789,51.52999877929688,49.56999969482422,49.93000030517578,240500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.09000015258789,50.619998931884766,49.5,49.83000183105469,177600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.59999847412109,51.77000045776367,50.08000183105469,50.310001373291016,170700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.060001373291016,51.47999954223633,50.0,51.45000076293945,139000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.5099983215332,51.13999938964844,50.18000030517578,50.959999084472656,145300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.59999847412109,51.18000030517578,50.36000061035156,51.15999984741211,136900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.459999084472656,51.43000030517578,49.63999938964844,51.380001068115234,226600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,51.77999877929688,52.25,50.18999862670898,50.810001373291016,232700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,50.119998931884766,50.619998931884766,49.59000015258789,49.59999847412109,310200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,48.45000076293945,49.81999969482422,48.04999923706055,49.11000061035156,151900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,49.650001525878906,49.84999847412109,48.310001373291016,49.619998931884766,209100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,49.91999816894531,51.0,49.34999847412109,50.93999862670898,153200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,51.65999984741211,53.130001068115234,50.650001525878906,53.02000045776367,268900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,51.0,52.25,49.650001525878906,50.97999954223633,948200.0,,,,,,,,,,
