Date,Open,High,Low,Close,Volume,"('Adj Close', 'CNFR')","('Close', 'CNFR')","('High', 'CNFR')","('Low', 'CNFR')","('Open', 'CNFR')","('Volume', 'CNFR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.2200000286102295,1.3799999952316284,1.2200000286102295,1.3799999952316284,21400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.3799999952316284,1.4500000476837158,1.2100000381469729,1.3799999952316284,21700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.2799999713897705,1.2799999713897705,1.2799999713897705,1.2799999713897705,400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.440000057220459,1.4670000076293943,1.3600000143051147,1.3600000143051147,1100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.253999948501587,1.3799999952316284,1.253999948501587,1.3799999952316284,900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.440000057220459,1.4500000476837158,1.440000057220459,1.440000057220459,800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.25,1.25,1.25,1.25,400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.3899999856948853,1.3919999599456787,1.2899999618530271,1.2899999618530271,11900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.4500000476837158,1.4700000286102295,1.2949999570846558,1.2949999570846558,2100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.4900000095367432,1.4900000095367432,1.468000054359436,1.468000054359436,4400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.3899999856948853,1.4600000381469729,1.350000023841858,1.3899999856948853,6200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.399999976158142,1.4500000476837158,1.399999976158142,1.4500000476837158,500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.350000023841858,1.3600000143051147,1.309999942779541,1.3109999895095823,19200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.409999966621399,1.409999966621399,1.2999999523162842,1.2999999523162842,4800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.2699999809265137,1.2960000038146973,1.2699999809265137,1.2960000038146973,7600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.2960000038146973,1.2960000038146973,1.2960000038146973,1.2960000038146973,0.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.2960000038146973,1.2960000038146973,1.2960000038146973,1.2960000038146973,0.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.2960000038146973,1.2960000038146973,1.2960000038146973,1.2960000038146973,100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.2960000038146973,1.2960000038146973,1.2960000038146973,1.2960000038146973,0.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.2599999904632568,1.2599999904632568,1.2599999904632568,1.2599999904632568,500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.3899999856948853,1.3899999856948853,1.2899999618530271,1.2899999618530271,300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.3899999856948853,1.3899999856948853,1.3899999856948853,1.3899999856948853,300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.3480000495910645,1.3799999952316284,1.3480000495910645,1.3600000143051147,6100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.2000000476837158,1.3700000047683716,1.2000000476837158,1.340000033378601,2200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.3700000047683716,1.3700000047683716,1.3600000143051147,1.3600000143051147,400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.2200000286102295,1.2949999570846558,1.2200000286102295,1.2949999570846558,1100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.2949999570846558,1.2949999570846558,1.2949999570846558,1.2949999570846558,0.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.3700000047683716,1.3700000047683716,1.3700000047683716,1.3700000047683716,600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.2100000381469729,1.315000057220459,1.2100000381469729,1.2300000190734863,2000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.2309999465942385,1.2309999465942385,1.2309999465942385,1.2309999465942385,500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.3200000524520874,1.3200000524520874,1.3200000524520874,1.3200000524520874,200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1.2100000381469729,1.2100000381469729,1.2100000381469729,1.2100000381469729,300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,1.2100000381469729,1.3029999732971191,1.2100000381469729,1.3029999732971191,1700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,1.2100000381469729,1.2699999809265137,1.2100000381469729,1.2699999809265137,700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,0.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,0.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,1.243000030517578,1.243000030517578,1.2000000476837158,1.2000000476837158,1200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,1.2000000476837158,1.2400000095367432,1.0420000553131104,1.1200000047683716,21700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,1.1150000095367432,1.1699999570846558,1.0800000429153442,1.1200000047683716,1800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,1.0099999904632568,1.1799999475479126,0.8230000138282776,1.1799999475479126,28600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,1.0499999523162842,1.1200000047683716,1.0499999523162842,1.0509999990463257,1700.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,1.1200000047683716,1.2300000190734863,1.0110000371932983,1.0700000524520874,17100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,1.0700000524520874,1.0700000524520874,1.0700000524520874,1.0700000524520874,800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,1.0800000429153442,1.2300000190734863,1.0800000429153442,1.0800000429153442,6100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,1.090000033378601,1.2200000286102295,1.0800000429153442,1.0800000429153442,600.0,,,,,,,,,,
