Date,Open,High,Low,Close,Volume,"('Adj Close', 'WM')","('Close', 'WM')","('High', 'WM')","('Low', 'WM')","('Open', 'WM')","('Volume', 'WM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,177.72000122070312,180.7100067138672,177.6699981689453,179.61000061035156,1299000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,180.0,181.47999572753903,178.1699981689453,178.52999877929688,1826100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,179.25,180.66000366210935,178.77000427246094,178.7899932861328,1376400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,178.9199981689453,179.13999938964844,177.22999572753906,177.77000427246094,1415600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,178.16000366210938,178.35000610351562,176.67999267578125,178.24000549316406,1536400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,178.02999877929688,178.8699951171875,177.3800048828125,178.22999572753906,1325000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,177.88999938964844,179.25,177.66000366210938,179.17999267578125,1196300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,179.52000427246094,179.69000244140625,177.8300018310547,179.22000122070312,1176400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,180.0,181.5800018310547,179.0,181.3999938964844,1035700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,181.0,181.55999755859372,180.1699981689453,180.7700042724609,1456100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,180.6199951171875,184.1300048828125,180.25,181.47000122070312,1751500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,182.0,183.63999938964844,181.55999755859372,183.50999450683597,1732100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,184.05999755859372,184.92999267578125,183.1699981689453,184.4499969482422,1571600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,184.4900054931641,185.1199951171875,182.92999267578125,184.91000366210935,1651600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,184.88999938964844,185.75,184.1000061035156,185.5399932861328,1355800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,185.97999572753903,186.3999938964844,183.67999267578125,183.8000030517578,1436700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,183.69000244140625,185.2100067138672,183.0,185.1000061035156,1427400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,185.4499969482422,186.1199951171875,185.1999969482422,185.80999755859372,1231000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,185.6100006103516,186.33999633789065,185.1999969482422,185.3500061035156,1400000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,185.8500061035156,187.22000122070312,185.1699981689453,187.1100006103516,1309600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,187.7100067138672,188.0,184.72000122070312,185.6300048828125,3423600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,185.5200042724609,188.44000244140625,184.8500061035156,188.4199981689453,1434800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,188.4199981689453,188.92999267578125,186.91000366210935,188.2100067138672,1696500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,187.94000244140625,188.8699951171875,187.1999969482422,188.1999969482422,1524700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,188.5,189.66000366210935,187.6999969482422,189.2100067138672,2009300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,189.83999633789065,190.3600006103516,189.05999755859372,189.97999572753903,1691700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,190.17999267578125,190.44000244140625,188.5200042724609,189.4900054931641,1154400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,189.5,189.77999877929688,187.55999755859372,188.8600006103516,1678100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,188.07000732421875,189.08999633789065,187.47999572753903,188.25999450683597,2022500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,196.6999969482422,199.4900054931641,194.1999969482422,199.4900054931641,3263000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,199.07000732421875,199.9199981689453,195.97000122070312,199.16000366210935,3308700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,198.50999450683597,199.47000122070312,197.00999450683597,199.1100006103516,2449000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,199.9900054931641,202.69000244140625,199.0,201.5399932861328,2587800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,202.0,204.55999755859372,201.5200042724609,201.7899932861328,2548300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,202.41000366210935,204.3699951171875,202.0399932861328,204.22999572753903,1850100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,204.02999877929688,208.17999267578125,203.82000732421875,207.2400054931641,2267600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,207.6000061035156,208.6300048828125,206.88999938964844,208.0500030517578,1687000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,208.8699951171875,209.22000122070312,207.3500061035156,207.4600067138672,1664300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,206.47999572753903,207.94000244140625,205.58999633789065,207.77999877929688,1208100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,208.72999572753903,209.77999877929688,206.8600006103516,207.25999450683597,1705600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,207.0500030517578,207.5500030517578,204.5,205.6499938964844,3029900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,204.52999877929688,205.8999938964844,203.6199951171875,205.7899932861328,1492400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,205.9900054931641,207.72000122070312,205.8800048828125,206.8000030517578,1865200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,207.0,207.8000030517578,205.92999267578125,206.8699951171875,1208600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,206.2899932861328,208.1000061035156,206.19000244140625,207.9199981689453,1362800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,208.55999755859372,209.1199951171875,206.42999267578125,207.25999450683597,1661900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,206.83999633789065,208.83999633789065,206.02999877929688,207.75,1338200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,207.5500030517578,209.3800048828125,206.6699981689453,209.27999877929688,1218600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,208.6100006103516,210.6100006103516,208.4199981689453,209.7899932861328,1036000.0,,,,,,,,,,
