Date,Open,High,Low,Close,Volume,"('Adj Close', 'VMC')","('Close', 'VMC')","('High', 'VMC')","('Low', 'VMC')","('Open', 'VMC')","('Volume', 'VMC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,225.2899932861328,226.22000122070312,222.57000732421875,223.6000061035156,720200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,222.0800018310547,222.0800018310547,218.3699951171875,219.3300018310547,744500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,219.6199951171875,221.8600006103516,218.3800048828125,220.67999267578125,862800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,220.1300048828125,223.7700042724609,219.5800018310547,221.6199951171875,618700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,220.91000366210935,224.1100006103516,220.22999572753903,224.0,662200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,221.97000122070312,223.5,220.3800048828125,223.4199981689453,406200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,223.30999755859372,226.22000122070312,222.7400054931641,226.1100006103516,519600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,226.1999969482422,226.5200042724609,223.57000732421875,224.3600006103516,640100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,222.6000061035156,224.00999450683597,221.8800048828125,223.9600067138672,711000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,223.2899932861328,223.5399932861328,220.8999938964844,222.3800048828125,637700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,220.88999938964844,222.27999877929688,220.5,221.25999450683597,553000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,221.67999267578125,225.22000122070312,221.3300018310547,225.1199951171875,469900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,226.22999572753903,226.2400054931641,222.9199981689453,226.0800018310547,495800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,226.82000732421875,229.8000030517578,226.5800018310547,227.27999877929688,722200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,226.8300018310547,228.25,222.7899932861328,222.8000030517578,856200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,224.0500030517578,224.2700042724609,219.72999572753903,219.8000030517578,823000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,222.4600067138672,223.5500030517578,221.00999450683597,223.41000366210935,655600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,223.41000366210935,224.3000030517578,222.0,222.3600006103516,691600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,222.08999633789065,229.47999572753903,222.08999633789065,229.3699951171875,696900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,228.8000030517578,232.00999450683597,228.69000244140625,231.0500030517578,753300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,230.5399932861328,231.8300018310547,225.66000366210935,226.00999450683597,706500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,227.2700042724609,230.66000366210935,223.8999938964844,230.3600006103516,702700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,228.97999572753903,235.42999267578125,228.75,234.44000244140625,1036900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,232.3999938964844,234.30999755859372,227.66000366210935,229.6499938964844,1064900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,229.8699951171875,232.55999755859372,229.1999969482422,231.5800018310547,818000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,234.0,237.52999877929688,233.50999450683597,236.5200042724609,822400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,236.97000122070312,239.25,235.0,238.44000244140625,882000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,237.7400054931641,240.1100006103516,237.3999938964844,240.0,1050200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,241.13999938964844,243.44000244140625,240.1300048828125,240.1300048828125,910400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,236.0,238.0399932861328,234.52999877929688,237.1199951171875,859600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,238.7899932861328,242.5500030517578,237.8500061035156,241.1000061035156,1024800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,243.47000122070312,244.6000061035156,239.63999938964844,242.4600067138672,1187500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,256.760009765625,260.8099975585937,253.3699951171875,255.1499938964844,2201400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,253.22000122070312,254.8300018310547,249.4900054931641,251.3800048828125,1115300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,251.6300048828125,253.8600006103516,250.67999267578125,253.42999267578125,650100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,255.50999450683597,257.2200012207031,254.58999633789065,256.94000244140625,717000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,257.9200134277344,257.9200134277344,255.67999267578125,257.2300109863281,786800.0,,,,,,,,,,
