Date,Open,High,Low,Close,Volume,"('Adj Close', 'PKG')","('Close', 'PKG')","('High', 'PKG')","('Low', 'PKG')","('Open', 'PKG')","('Volume', 'PKG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,162.9499969482422,164.9499969482422,162.88999938964844,163.88999938964844,820900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,162.88999938964844,164.52999877929688,161.92999267578125,163.64999389648438,821800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,163.8300018310547,166.08999633789062,163.75999450683594,165.6699981689453,786600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,165.32000732421875,168.11000061035156,164.5,167.75,1011000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,167.8699951171875,169.00999450683594,167.0800018310547,168.6300048828125,764700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,167.85000610351562,168.1999969482422,165.6699981689453,167.13999938964844,518200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,166.64999389648438,167.69000244140625,165.25,165.9499969482422,534900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,166.49000549316406,167.32000732421875,164.4499969482422,166.4600067138672,624700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,167.32000732421875,167.3300018310547,165.00999450683594,166.16000366210938,382200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,165.24000549316406,165.4600067138672,163.67999267578125,165.08999633789062,598800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,163.7899932861328,165.22999572753906,162.94000244140625,164.27000427246094,448500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,164.16000366210938,164.8000030517578,162.32000732421875,164.3000030517578,711400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,164.4199981689453,165.02999877929688,162.74000549316406,164.3800048828125,509000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,163.74000549316406,165.30999755859375,162.86000061035156,165.24000549316406,539800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,166.5,167.10000610351562,165.02000427246094,166.49000549316406,669100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,167.3000030517578,167.9499969482422,164.8000030517578,165.00999450683594,859600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,172.47000122070312,176.97000122070312,170.99000549316406,171.67999267578125,1508500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,172.60000610351562,173.5,171.07000732421875,171.9600067138672,700900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,171.1199951171875,171.22000122070312,168.86000061035156,169.6999969482422,790500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,169.14999389648438,170.41000366210938,167.89999389648438,169.07000732421875,619200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,169.4199981689453,169.83999633789062,164.8000030517578,165.8800048828125,1862900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,166.6300048828125,167.0,162.7100067138672,163.13999938964844,1055100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,161.8699951171875,162.9499969482422,160.22999572753906,161.3699951171875,805500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,160.25999450683594,163.1699981689453,159.57000732421875,162.5800018310547,801100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,162.41000366210938,163.75999450683594,161.5500030517578,163.02999877929688,689500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,164.55999755859375,165.6199951171875,163.2899932861328,165.30999755859375,589400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,165.94000244140625,167.42999267578125,164.58999633789062,166.8699951171875,532100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,166.75,168.38999938964844,166.1999969482422,168.3300018310547,474500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,168.75999450683594,169.72000122070312,168.05999755859375,168.2100067138672,287000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,166.55999755859375,167.30999755859375,163.67999267578125,164.8300018310547,517400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,165.22000122070312,166.24000549316406,164.1999969482422,165.39999389648438,493900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,165.49000549316406,167.3699951171875,165.1999969482422,166.89999389648438,438000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,166.02000427246094,168.67999267578125,166.02000427246094,167.97999572753906,623600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,167.92999267578125,172.27000427246094,167.60000610351562,169.61000061035156,733600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,169.52000427246094,171.64999389648438,169.5,171.5399932861328,688400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,171.61000061035156,174.14999389648438,171.41000366210938,173.1999969482422,801900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,173.4199981689453,175.83999633789062,173.4199981689453,175.41000366210938,644800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,175.3000030517578,175.3000030517578,173.08999633789062,174.0800018310547,445800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,174.6999969482422,175.10000610351562,173.5399932861328,174.77999877929688,346700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,174.02000427246094,176.4199981689453,173.41000366210938,176.36000061035156,411200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,178.0,183.9499969482422,178.0,181.19000244140625,1822200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,180.47000122070312,182.97999572753903,179.41000366210938,180.19000244140625,498900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,183.77999877929688,188.6100006103516,182.30999755859372,185.42999267578125,973900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,184.7899932861328,186.0500030517578,183.72999572753903,184.47999572753903,597800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,185.4199981689453,185.5,181.8800048828125,183.33999633789065,857000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,184.72000122070312,185.41000366210935,183.33999633789065,184.8300018310547,776500.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,185.41000366210935,186.75999450683597,184.4900054931641,186.0800018310547,461200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,185.5200042724609,188.1300048828125,183.6499938964844,187.67999267578125,544100.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,187.5399932861328,188.3800048828125,185.5,186.72000122070312,390000.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,187.5,187.8600006103516,183.7100067138672,184.4199981689453,621000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,183.16000366210935,183.72999572753903,181.88999938964844,183.00999450683597,505100.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,182.2700042724609,184.6999969482422,182.22999572753903,182.91000366210935,2085000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,182.3800048828125,182.94000244140625,180.5399932861328,180.97999572753903,526300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,181.4499969482422,184.91000366210935,181.4499969482422,183.2400054931641,924500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,183.3000030517578,185.1100006103516,182.5200042724609,184.22000122070312,545300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,184.9900054931641,186.5399932861328,183.75999450683597,185.00999450683597,682300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,185.8500061035156,186.1300048828125,184.42999267578125,184.72000122070312,578400.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,184.6499938964844,187.66000366210935,184.3600006103516,187.30999755859372,510800.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,187.32000732421875,189.32000732421875,186.80999755859372,186.8699951171875,597900.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,187.0200042724609,189.0200042724609,186.97999572753903,188.94000244140625,484100.0,,,,,,,,,,
