Date,Open,High,Low,Close,Volume,"('Adj Close', 'SAFT')","('Close', 'SAFT')","('High', 'SAFT')","('Low', 'SAFT')","('Open', 'SAFT')","('Volume', 'SAFT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,75.73999786376953,77.37999725341797,75.5,76.94000244140625,55700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,77.06999969482422,77.73999786376953,75.93000030517578,75.94000244140625,62900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,76.3499984741211,76.83999633789062,75.80999755859375,75.91000366210938,46400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,75.51000213623047,76.5,75.31999969482422,75.3499984741211,47400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,75.48999786376953,75.86000061035156,74.8499984741211,75.55000305175781,64100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,74.98999786376953,74.98999786376953,73.33000183105469,73.66999816894531,46600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,73.23999786376953,73.80000305175781,73.05000305175781,73.33999633789062,33600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,72.97000122070312,74.30000305175781,71.98999786376953,74.30000305175781,91200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,74.91000366210938,75.87000274658203,74.62000274658203,75.81999969482422,50300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,75.79000091552734,76.1500015258789,74.91000366210938,75.7699966430664,77100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,75.51000213623047,77.8499984741211,75.51000213623047,77.72000122070312,83000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,77.9000015258789,78.75,77.72000122070312,78.63999938964844,67600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,79.30000305175781,79.5999984741211,77.98999786376953,78.98999786376953,69500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,79.16999816894531,80.70999908447266,78.48999786376953,80.54000091552734,68900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,80.86000061035156,81.36000061035156,80.13999938964844,80.2300033569336,49400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,80.7699966430664,82.62000274658203,80.56999969482422,82.2699966430664,66600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,82.81999969482422,83.80000305175781,82.54000091552734,83.73999786376953,78100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,84.05000305175781,84.19000244140625,83.30999755859375,84.08000183105469,61100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,84.0999984741211,84.62999725341797,83.7699966430664,84.62999725341797,44000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,84.37000274658203,84.9000015258789,84.37000274658203,84.9000015258789,40200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,85.0,85.69000244140625,83.25,83.30999755859375,83900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,83.20999908447266,84.79000091552734,83.0999984741211,84.61000061035156,66400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,83.91999816894531,84.9800033569336,82.98999786376953,83.23999786376953,47400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,82.5199966430664,83.30000305175781,82.1500015258789,82.7699966430664,54100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,82.44999694824219,82.95999908447266,81.62999725341797,81.94999694824219,40900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,81.80999755859375,81.94999694824219,80.91000366210938,81.06999969482422,41800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,81.0999984741211,82.6500015258789,80.9800033569336,82.30000305175781,33400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,82.62999725341797,84.55000305175781,82.25,84.44999694824219,48800.0,,,,,,,,,,
