Date,Open,High,Low,Close,Volume,"('Adj Close', 'BHIL')","('Close', 'BHIL')","('High', 'BHIL')","('Low', 'BHIL')","('Open', 'BHIL')","('Volume', 'BHIL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.230000019073486,6.230000019073486,5.25,5.25,34591.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.25,5.599999904632568,5.215000152587891,5.284999847412109,28240.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.144999980926514,6.019999980926514,5.144999980926514,5.84499979019165,48143.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.230000019073486,6.230000019073486,5.25,5.389999866485596,46357.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.599999904632568,7.525000095367432,5.355000019073486,6.894999980926514,62829.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.034999847412109,7.385000228881836,6.824999809265137,7.139999866485596,32454.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.385000228881836,7.699999809265137,6.755000114440918,7.244999885559082,22049.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.28000020980835,7.28000020980835,6.474999904632568,6.684999942779541,25403.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.034999847412109,7.28000020980835,6.824999809265137,6.894999980926514,22963.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.454999923706055,7.454999923706055,6.300000190734863,6.300000190734863,27029.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.335000038146973,6.335000038146973,5.775000095367432,6.054999828338623,16977.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.474999904632568,6.474999904632568,5.635000228881836,5.985000133514404,14051.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.300000190734863,6.300000190734863,5.670000076293945,5.880000114440918,15714.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.914999961853027,6.300000190734863,5.670000076293945,5.985000133514404,11083.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.985000133514404,5.985000133514404,5.670000076293945,5.670000076293945,8683.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.809999942779541,5.880000114440918,5.355000019073486,5.53000020980835,13446.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.949999809265137,5.949999809265137,5.389999866485596,5.425000190734863,12877.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.565000057220459,5.949999809265137,5.53000020980835,5.809999942779541,11323.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.949999809265137,6.054999828338623,5.460000038146973,5.599999904632568,16074.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.599999904632568,6.019999980926514,5.425000190734863,5.739999771118164,7760.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.670000076293945,6.545000076293945,5.635000228881836,6.019999980926514,22040.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.914999961853027,6.264999866485596,5.670000076293945,6.264999866485596,8686.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.090000152587891,6.684999942779541,5.949999809265137,5.985000133514404,15257.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.335000038146973,6.614999771118164,5.389999866485596,6.159999847412109,13111.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.985000133514404,6.230000019073486,5.809999942779541,6.054999828338623,12131.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.230000019073486,6.369999885559082,5.635000228881836,5.739999771118164,17877.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.949999809265137,6.335000038146973,5.809999942779541,6.230000019073486,20697.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.019999980926514,7.315000057220459,6.019999980926514,7.0,34257.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.349999904632568,7.699999809265137,6.824999809265137,7.315000057220459,24840.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.315000057220459,8.399999618530273,7.0,7.0,43166.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.349999904632568,9.0649995803833,7.175000190734863,8.78499984741211,71569.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,9.274999618530272,9.869999885559082,8.225000381469727,8.925000190734863,40374.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,9.449999809265137,10.010000228881836,8.050000190734863,8.225000381469727,25206.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.945000171661377,8.470000267028809,6.300000190734863,6.789999961853027,44351.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.175000190734863,7.28000020980835,6.789999961853027,7.244999885559082,10903.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.315000057220459,7.699999809265137,6.824999809265137,7.105000019073486,15283.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,7.210000038146973,8.225000381469727,7.0,7.699999809265137,18586.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,8.050000190734863,8.4350004196167,7.769999980926514,8.015000343322754,13923.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.769999980926514,9.100000381469728,7.769999980926514,8.4350004196167,24414.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,8.854999542236328,8.890000343322754,8.085000038146973,8.399999618530273,12683.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,8.75,8.994999885559082,8.399999618530273,8.680000305175781,18037.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,9.135000228881836,9.135000228881836,7.699999809265137,7.699999809265137,22874.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,8.364999771118164,8.399999618530273,7.28000020980835,7.28000020980835,16649.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,7.315000057220459,7.59499979019165,6.40500020980835,6.614999771118164,36111.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,6.755000114440918,7.105000019073486,6.650000095367432,6.755000114440918,15129.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,6.789999961853027,7.0,6.300000190734863,6.335000038146973,22989.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,6.579999923706055,7.630000114440918,6.474999904632568,6.684999942779541,29560.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,6.650000095367432,7.210000038146973,6.579999923706055,6.755000114440918,19806.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,7.0,7.0,6.650000095367432,6.650000095367432,12134.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,6.650000095367432,7.875,6.650000095367432,7.139999866485596,21566.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,7.349999904632568,7.420000076293945,6.684999942779541,6.789999961853027,23826.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,6.650000095367432,7.875,6.650000095367432,7.525000095367432,52240.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,7.875,9.65999984741211,7.175000190734863,8.574999809265137,78743.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,8.854999542236328,11.024999618530272,8.75,9.135000228881836,90797.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,9.274999618530272,9.59000015258789,7.420000076293945,7.699999809265137,44103.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,7.769999980926514,8.119999885559082,7.349999904632568,7.525000095367432,24400.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,7.525000095367432,8.050000190734863,7.349999904632568,7.699999809265137,13417.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,7.699999809265137,8.015000343322754,6.860000133514404,6.929999828338623,38380.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,7.105000019073486,7.489999771118164,6.650000095367432,6.860000133514404,28923.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,6.860000133514404,7.315000057220459,6.510000228881836,7.28000020980835,23103.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,7.0,7.175000190734863,6.71999979019165,7.034999847412109,19137.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,6.650000095367432,7.945000171661377,6.579999923706055,7.59499979019165,43174.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,7.244999885559082,7.699999809265137,7.0,7.664999961853027,20906.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,7.664999961853027,8.470000267028809,6.474999904632568,7.489999771118164,37397.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,7.559999942779541,7.664999961853027,6.860000133514404,7.28000020980835,19489.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,7.070000171661377,7.28000020980835,6.894999980926514,7.244999885559082,9849.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,7.28000020980835,7.489999771118164,6.894999980926514,7.034999847412109,36040.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,7.244999885559082,7.315000057220459,6.894999980926514,7.210000038146973,11437.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,6.965000152587891,7.139999866485596,6.650000095367432,7.034999847412109,18563.0,,,,,,,,,,
