Date,Open,High,Low,Close,Volume,"('Adj Close', 'QNCX')","('Close', 'QNCX')","('High', 'QNCX')","('Low', 'QNCX')","('Open', 'QNCX')","('Volume', 'QNCX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.0499999523162842,1.0850000381469729,1.024999976158142,1.0399999618530271,13600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.0099999904632568,1.1100000143051147,0.9900000095367432,1.100000023841858,72100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.0499999523162842,1.149999976158142,1.0499999523162842,1.1299999952316284,38000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.1200000047683716,1.2000000476837158,1.0499999523162842,1.149999976158142,36200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.159999966621399,1.1799999475479126,1.100000023841858,1.1200000047683716,84800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.1699999570846558,1.1699999570846558,1.1349999904632568,1.1399999856948853,38300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.1299999952316284,1.2100000381469729,1.1299999952316284,1.2050000429153442,117600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.2100000381469729,1.3300000429153442,1.2100000381469729,1.2999999523162842,322300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.2999999523162842,1.399999976158142,1.1299999952316284,1.3700000047683716,241100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2999999523162842,1.399999976158142,1.2899999618530271,1.3700000047683716,94200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.3200000524520874,1.409999966621399,1.2999999523162842,1.399999976158142,106400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.409999966621399,1.409999966621399,1.340000033378601,1.3949999809265137,43000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.3200000524520874,1.4299999475479126,1.309999942779541,1.350000023841858,215000.0,,,,,,,,,,
