Date,Open,High,Low,Close,Volume,"('Adj Close', 'ZEUS')","('Close', 'ZEUS')","('High', 'ZEUS')","('Low', 'ZEUS')","('Open', 'ZEUS')","('Volume', 'ZEUS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,66.25,67.62999725341797,66.05000305175781,67.22000122070312,114200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,66.19999694824219,67.91999816894531,65.04000091552734,66.80999755859375,137500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,67.16000366210938,67.25,64.56999969482422,64.6500015258789,81300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,63.95000076293945,65.05000305175781,62.75,64.94000244140625,82700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,64.81999969482422,64.91999816894531,63.25,64.88999938964844,52500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,64.48999786376953,64.48999786376953,62.11000061035156,62.34000015258789,63300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,62.20000076293945,63.20000076293945,61.63999938964844,63.20000076293945,62200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.04999923706055,63.20000076293945,61.380001068115234,62.709999084472656,81400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,62.79999923706055,63.58000183105469,62.61000061035156,63.459999084472656,39000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,63.38999938964844,65.37000274658203,63.16999816894531,64.58999633789062,69400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,63.43000030517578,64.47000122070312,63.08000183105469,63.31999969482422,69800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,63.7400016784668,64.41999816894531,63.43999862670898,64.3499984741211,48200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,64.47000122070312,64.5,62.619998931884766,64.11000061035156,59700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,64.18000030517578,66.02999877929688,64.18000030517578,65.9000015258789,67700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,66.75,67.62000274658203,65.62000274658203,65.62000274658203,60100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,66.58000183105469,66.7699966430664,65.30999755859375,65.7699966430664,54500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,66.69999694824219,67.79000091552734,66.16999816894531,67.62000274658203,45100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,68.4000015258789,68.9000015258789,67.22000122070312,67.80000305175781,35800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,68.0,68.44000244140625,67.33000183105469,68.37999725341797,48500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,68.0,69.2699966430664,67.88999938964844,69.02999877929688,84600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,69.0,69.7699966430664,67.56999969482422,67.58000183105469,118800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,68.36000061035156,69.0,67.43000030517578,68.95999908447266,75500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,67.69000244140625,68.62999725341797,67.62999725341797,68.2300033569336,64900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,67.29000091552734,67.29000091552734,64.6500015258789,65.8499984741211,71400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,65.80000305175781,66.1500015258789,64.94000244140625,65.2300033569336,53400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,65.12000274658203,66.4800033569336,64.75,66.30999755859375,47100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,66.18000030517578,68.31999969482422,66.12999725341797,68.31999969482422,48200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,68.20999908447266,69.26000213623047,68.16999816894531,69.1500015258789,46900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,69.19999694824219,71.55000305175781,69.19999694824219,70.05000305175781,68100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,68.41000366210938,68.41000366210938,64.87999725341797,65.66999816894531,86500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,66.30999755859375,67.83000183105469,65.97000122070312,67.31999969482422,51500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,68.0199966430664,72.23999786376953,68.0199966430664,72.12000274658203,85900.0,,,,,,,,,,
