Date,Open,High,Low,Close,Volume,"('Adj Close', 'GXO')","('Close', 'GXO')","('High', 'GXO')","('Low', 'GXO')","('Open', 'GXO')","('Volume', 'GXO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,60.4900016784668,60.84999847412109,59.720001220703125,60.130001068115234,583100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,58.900001525878906,59.0099983215332,57.16999816894531,57.77000045776367,870100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,57.56999969482422,58.58000183105469,57.380001068115234,58.27000045776367,728000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,57.68000030517578,59.470001220703125,57.68000030517578,58.9900016784668,753000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,58.83000183105469,60.02000045776367,58.77999877929688,60.0099983215332,512800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,59.540000915527344,59.86000061035156,58.68000030517578,59.220001220703125,597400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,59.36000061035156,59.9900016784668,58.7599983215332,59.959999084472656,403200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,59.36000061035156,59.7400016784668,58.58000183105469,59.380001068115234,452900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,59.06999969482422,59.38999938964844,57.81999969482422,57.83000183105469,999900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,57.34000015258789,57.58000183105469,56.56999969482422,57.5099983215332,902800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.9900016784668,56.5099983215332,55.59999847412109,55.66999816894531,931000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,55.81999969482422,55.8650016784668,55.04999923706055,55.650001525878906,966200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,55.83000183105469,55.84000015258789,54.650001525878906,55.77000045776367,1162600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,56.52000045776367,57.88999938964844,56.39400100708008,56.65999984741211,646100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,57.04999923706055,57.13999938964844,56.18000030517578,56.45000076293945,666400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,56.81999969482422,56.81999969482422,55.369998931884766,55.4900016784668,534600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,55.90999984741211,56.810001373291016,55.72999954223633,56.79999923706055,496100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,57.18000030517578,57.75,56.900001525878906,56.959999084472656,396100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,56.70000076293945,56.86000061035156,56.16999816894531,56.709999084472656,432500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,55.93000030517578,56.220001220703125,55.5,55.84000015258789,451800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,56.02000045776367,56.08000183105469,54.310001373291016,54.380001068115234,537200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,54.70000076293945,55.09000015258789,53.810001373291016,54.9900016784668,542900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,54.41999816894531,55.400001525878906,53.88999938964844,54.880001068115234,513400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,54.75,54.875,53.47999954223633,53.88999938964844,407300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,54.0,54.85200119018555,54.0,54.630001068115234,589200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,54.77000045776367,56.20000076293945,54.16999816894531,55.790000915527344,747400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,55.68999862670898,56.7400016784668,55.68999862670898,56.560001373291016,540900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,56.650001525878906,57.14500045776367,55.95000076293945,56.68999862670898,495800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,56.63999938964844,57.83000183105469,56.34999847412109,57.119998931884766,660300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,55.38999938964844,55.65999984741211,54.43000030517578,55.150001525878906,1051400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,54.77999877929688,55.970001220703125,52.59000015258789,54.4900016784668,1368000.0,,,,,,,,,,
