Date,Open,High,Low,Close,Volume,"('Adj Close', 'NDLS')","('Close', 'NDLS')","('High', 'NDLS')","('Low', 'NDLS')","('Open', 'NDLS')","('Volume', 'NDLS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.150000095367432,3.190000057220459,3.0999999046325684,3.109999895095825,158800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.0899999141693115,3.0899999141693115,2.940000057220459,2.9600000381469727,207700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.990000009536743,3.039999961853028,2.9200000762939453,2.9800000190734863,129700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.950000047683716,3.0299999713897705,2.900000095367432,2.9100000858306885,362500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.900000095367432,3.0999999046325684,2.900000095367432,3.0899999141693115,134000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.0199999809265137,3.0799999237060547,2.9100000858306885,2.9200000762939453,195200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.9200000762939453,2.970000028610229,2.740000009536743,2.759999990463257,241300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.75,2.75,2.5,2.539999961853028,495800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5999999046325684,2.5999999046325684,2.430000066757202,2.4800000190734863,232600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.470000028610229,2.5899999141693115,2.440000057220459,2.5199999809265137,210200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.4800000190734863,2.539999961853028,2.4600000381469727,2.5299999713897705,117300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.5,2.539999961853028,2.380000114440918,2.509999990463257,280300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.539999961853028,2.5899999141693115,2.440000057220459,2.5899999141693115,150700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.630000114440918,2.700000047683716,2.619999885559082,2.690000057220459,98600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.740000009536743,2.740000009536743,2.609999895095825,2.630000114440918,87300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.680000066757202,2.740000009536743,2.5899999141693115,2.619999885559082,203000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.680000066757202,2.7300000190734863,2.619999885559082,2.690000057220459,107900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.7100000381469727,2.7300000190734863,2.680000066757202,2.7100000381469727,95200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.7100000381469727,2.789999961853028,2.6700000762939453,2.7799999713897705,96500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.759999990463257,2.809999942779541,2.740000009536743,2.7799999713897705,98800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.789999961853028,2.799999952316284,2.539999961853028,2.539999961853028,157100.0,,,,,,,,,,
