Date,Open,High,Low,Close,Volume,"('Adj Close', 'SCWX')","('Close', 'SCWX')","('High', 'SCWX')","('Low', 'SCWX')","('Open', 'SCWX')","('Volume', 'SCWX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.369999885559082,7.369999885559082,6.809999942779541,7.139999866485596,17300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.989999771118164,6.989999771118164,6.389999866485596,6.590000152587891,43500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.5,6.610000133514404,6.429999828338623,6.599999904632568,18200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.5,6.624000072479248,6.400000095367432,6.409999847412109,25900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.400000095367432,6.519999980926514,6.139999866485596,6.289999961853027,33400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.25,6.570000171661377,6.25,6.539999961853027,19600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.5,6.989999771118164,6.420000076293945,6.989999771118164,24500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.0,7.389999866485596,6.900000095367432,7.289999961853027,34000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.204999923706055,7.204999923706055,6.960000038146973,7.159999847412109,11000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.110000133514404,7.260000228881836,6.974999904632568,7.170000076293945,11100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.190000057220459,7.190000057220459,6.829999923706055,7.130000114440918,20000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.123000144958496,7.248000144958496,7.010000228881836,7.070000171661377,22400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.179999828338623,7.202000141143799,6.940000057220459,7.119999885559082,10400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.860000133514404,7.869999885559082,6.860000133514404,7.739999771118164,84000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.889999866485596,8.199999809265137,7.630000114440918,8.079999923706055,111000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.010000228881836,8.079999923706055,7.590000152587891,7.679999828338623,23100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.650000095367432,7.650000095367432,7.5,7.650000095367432,8800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.570000171661377,7.630000114440918,7.2270002365112305,7.329999923706055,5800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.130000114440918,7.190000057220459,6.860000133514404,7.179999828338623,16400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.170000076293945,7.170000076293945,6.760000228881836,6.800000190734863,94000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.734000205993652,6.96999979019165,6.71999979019165,6.889999866485596,13300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.889999866485596,7.144999980926514,6.809999942779541,7.110000133514404,18700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.050000190734863,7.650000095367432,6.820000171661377,7.650000095367432,32100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,7.510000228881836,7.625999927520752,7.037000179290772,7.349999904632568,16800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,7.078999996185303,7.46999979019165,7.078999996185303,7.300000190734863,14600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.300000190734863,7.300000190734863,6.889999866485596,6.889999866485596,29200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.889999866485596,7.241000175476074,6.880000114440918,7.0,30600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,7.091000080108643,7.309999942779541,6.78000020980835,7.010000228881836,24300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.019999980926514,7.019999980926514,6.75,6.78000020980835,17700.0,,,,,,,,,,
