Date,Open,High,Low,Close,Volume,"('Adj Close', 'CAPR')","('Close', 'CAPR')","('High', 'CAPR')","('Low', 'CAPR')","('Open', 'CAPR')","('Volume', 'CAPR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.889999866485596,5.349999904632568,4.789999961853027,5.119999885559082,327100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.119999885559082,5.349999904632568,5.059999942779541,5.190000057220459,204000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.130000114440918,5.480000019073486,5.050000190734863,5.300000190734863,499800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.269999980926514,5.460000038146973,5.130000114440918,5.429999828338623,258000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.429999828338623,5.46999979019165,5.199999809265137,5.349999904632568,252300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.28000020980835,5.389999866485596,5.079999923706055,5.25,234700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.260000228881836,5.300000190734863,5.039999961853027,5.21999979019165,142000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.239999771118164,5.239999771118164,4.579999923706055,4.599999904632568,505600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.5,4.639999866485596,4.409999847412109,4.420000076293945,295800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.440000057220459,4.449999809265137,4.139999866485596,4.199999809265137,370900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.139999866485596,4.230000019073486,3.880000114440918,4.190000057220459,391200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.21999979019165,4.289999961853027,3.9700000286102295,4.130000114440918,230600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.159999847412109,4.159999847412109,3.940000057220459,4.03000020980835,137500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.110000133514404,4.239999771118164,4.019999980926514,4.150000095367432,171100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.159999847412109,4.289999961853027,4.079999923706055,4.130000114440918,100800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.21999979019165,4.489999771118164,4.03000020980835,4.079999923706055,346600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.090000152587891,4.099999904632568,3.9600000381469727,4.099999904632568,60200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.150000095367432,4.21999979019165,3.990000009536743,4.050000190734863,79000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.050000190734863,4.179999828338623,4.0,4.099999904632568,152800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.070000171661377,4.090000152587891,4.0,4.070000171661377,93600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.050000190734863,4.179999828338623,4.0,4.039999961853027,169100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.03000020980835,4.170000076293945,4.0,4.070000171661377,136000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.039999961853027,4.079999923706055,3.910000085830689,3.9700000286102295,145300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.9800000190734863,4.019999980926514,3.819999933242798,3.900000095367432,180100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.849999904632568,4.019999980926514,3.849999904632568,3.990000009536743,139200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.9700000286102295,4.010000228881836,3.859999895095825,3.910000085830689,110400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.9600000381469727,4.079999923706055,3.880000114440918,3.9800000190734863,125300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.990000009536743,4.059999942779541,3.799999952316284,3.910000085830689,332700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.880000114440918,4.059999942779541,3.819999933242798,3.990000009536743,64900.0,,,,,,,,,,
