Date,Open,High,Low,Close,Volume,"('Adj Close', 'WHD')","('Close', 'WHD')","('High', 'WHD')","('Low', 'WHD')","('Open', 'WHD')","('Volume', 'WHD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.709999084472656,46.119998931884766,43.93000030517578,44.20000076293945,793400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.310001373291016,45.5,43.75,44.79999923706055,900800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,45.02999877929688,45.79999923706055,43.06999969482422,43.06999969482422,852600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,43.310001373291016,43.845001220703125,43.02999877929688,43.41999816894531,644800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,42.0,42.0,41.09999847412109,41.97999954223633,630800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.790000915527344,41.790000915527344,40.150001525878906,40.5099983215332,731600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,40.25,40.81600189208984,39.81999969482422,40.29999923706055,989800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.45000076293945,40.45000076293945,39.72499847412109,40.119998931884766,720500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.11000061035156,41.310001373291016,40.310001373291016,40.52000045776367,552500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.060001373291016,40.310001373291016,38.97999954223633,39.220001220703125,624700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,38.45000076293945,39.040000915527344,37.88999938964844,38.11000061035156,807600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.209999084472656,38.72499847412109,37.58000183105469,38.59000015258789,898900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.84000015258789,39.060001373291016,38.150001525878906,38.45000076293945,598100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,38.630001068115234,39.755001068115234,38.27000045776367,39.27000045776367,831900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,39.5099983215332,39.79999923706055,38.790000915527344,39.119998931884766,623400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,39.68999862670898,40.81999969482422,39.09999847412109,40.560001373291016,535200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,40.959999084472656,41.52000045776367,40.2599983215332,41.5,611900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,41.56999969482422,42.244998931884766,41.470001220703125,42.08000183105469,420800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.81999969482422,42.38999938964844,41.3849983215332,42.34000015258789,439000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,41.77000045776367,44.27999877929688,40.58000183105469,43.9900016784668,1076700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,44.060001373291016,44.125,42.119998931884766,42.43999862670898,969100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,42.790000915527344,43.09999847412109,41.869998931884766,42.630001068115234,592500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,42.33000183105469,42.494998931884766,41.15999984741211,41.34000015258789,547500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,40.84000015258789,41.15800094604492,40.27999877929688,40.97999954223633,568100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,41.20000076293945,42.79999923706055,41.20000076293945,42.470001220703125,669500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,42.38999938964844,43.0099983215332,42.0099983215332,42.709999084472656,445900.0,,,,,,,,,,
