Date,Open,High,Low,Close,Volume,"('Adj Close', 'CNMD')","('Close', 'CNMD')","('High', 'CNMD')","('Low', 'CNMD')","('Open', 'CNMD')","('Volume', 'CNMD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,108.70999908447266,111.43000030517578,108.66999816894533,110.12999725341795,417100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,108.86000061035156,109.1999969482422,106.9800033569336,108.36000061035156,552000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,108.61000061035156,109.58000183105467,107.8000030517578,109.12000274658205,362700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,108.0199966430664,109.52999877929688,106.87000274658205,106.87999725341795,262200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,106.73999786376952,111.69000244140624,106.3000030517578,111.55999755859376,355500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,110.43000030517578,113.0,110.43000030517578,112.25,406300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,112.38999938964844,113.0500030517578,111.45999908447266,112.51000213623048,355800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,112.18000030517578,112.68000030517578,110.27999877929688,111.91999816894533,245700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,113.2300033569336,113.68000030517578,110.48999786376952,111.54000091552734,232700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,110.0999984741211,111.0999984741211,109.56999969482422,110.4800033569336,287800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,109.0500030517578,110.75,108.37999725341795,109.52999877929688,260300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,110.18000030517578,110.4000015258789,97.95999908447266,103.5999984741211,1045100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,104.01000213623048,104.06999969482422,100.58000183105467,101.79000091552734,671700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,102.81999969482422,103.80999755859376,99.72000122070312,99.87999725341795,724700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,101.06999969482422,101.70999908447266,98.18000030517578,98.3000030517578,747200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,94.5199966430664,96.41999816894533,91.0500030517578,91.08000183105467,1598400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,92.58999633789062,94.12999725341795,91.12000274658205,93.77999877929688,690400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,93.98999786376952,95.05999755859376,91.25,92.04000091552734,321500.0,,,,,,,,,,
