Date,Open,High,Low,Close,Volume,"('Adj Close', 'AQB')","('Close', 'AQB')","('High', 'AQB')","('Low', 'AQB')","('Open', 'AQB')","('Volume', 'AQB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.799999952316284,2.944999933242798,2.559999942779541,2.789999961853028,67500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.799999952316284,2.806999921798706,2.4760000705718994,2.5799999237060547,86300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.5799999237060547,2.5799999237060547,2.3499999046325684,2.440000057220459,58500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.4600000381469727,2.476999998092652,2.309999942779541,2.359999895095825,36900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.400000095367432,2.4100000858306885,2.3499999046325684,2.390000104904175,27200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.400000095367432,2.4200000762939453,2.319999933242798,2.3499999046325684,56700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.433000087738037,2.440000057220459,2.259999990463257,2.309999942779541,26500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.309999942779541,2.345999956130981,2.1700000762939453,2.299999952316284,30700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.309999942779541,2.3299999237060547,2.220000028610229,2.299999952316284,24300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.259999990463257,2.289999961853028,2.0799999237060547,2.140000104904175,33700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.0899999141693115,2.135999917984009,2.049999952316284,2.0799999237060547,18800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.059999942779541,2.140000104904175,1.940000057220459,1.9700000286102293,43800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.9800000190734863,1.9800000190734863,1.870000004768372,1.909999966621399,46100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.9600000381469729,2.490000009536743,1.909999966621399,2.400000095367432,133200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.400000095367432,2.4800000190734863,2.236000061035156,2.4200000762939453,75200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.400000095367432,2.400000095367432,2.253000020980835,2.299999952316284,18600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.309999942779541,2.359999895095825,2.259999990463257,2.359999895095825,24900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.380000114440918,2.609999895095825,2.2699999809265137,2.4200000762939453,41400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.4600000381469727,2.700000047683716,2.4100000858306885,2.640000104904175,63600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.5999999046325684,2.6659998893737797,2.5299999713897705,2.5999999046325684,13800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.5999999046325684,2.6700000762939453,2.5199999809265137,2.5299999713897705,22300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.6440000534057617,2.6440000534057617,2.450999975204468,2.490000009536743,15700.0,,,,,,,,,,
