Date,Open,High,Low,Close,Volume,"('Adj Close', 'PCT')","('Close', 'PCT')","('High', 'PCT')","('Low', 'PCT')","('Open', 'PCT')","('Volume', 'PCT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.039999961853027,4.077000141143799,3.6649999618530273,3.75,2944800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.4800000190734863,3.661999940872192,3.380000114440918,3.4600000381469727,3123800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.4200000762939453,3.5899999141693115,3.359999895095825,3.369999885559082,2184000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.3499999046325684,3.4100000858306885,3.200000047683716,3.2699999809265137,2022200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.2799999713897705,3.2799999713897705,3.0799999237060547,3.119999885559082,2925700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.069999933242798,3.0999999046325684,2.8550000190734863,2.950000047683716,5629000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.930000066757202,2.9800000190734863,2.619999885559082,2.640000104904175,6493800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.6700000762939453,2.690000057220459,2.400000095367432,2.450000047683716,4385200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5199999809265137,2.650000095367432,2.384999990463257,2.400000095367432,4602200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.720000028610229,3.190000057220459,2.559999942779541,2.9200000762939453,9797500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.950000047683716,3.3299999237060547,2.7799999713897705,3.2300000190734863,4254500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.2100000381469727,3.2950000762939453,2.9049999713897705,3.0299999713897705,2870500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.049999952316284,3.1700000762939453,2.7850000858306885,3.1700000762939453,2500400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.240000009536743,3.424999952316284,3.1600000858306885,3.289999961853028,1940800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.3499999046325684,3.4100000858306885,3.200000047683716,3.240000009536743,1432600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.319999933242798,3.3299999237060547,3.190000057220459,3.240000009536743,2467600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.25,3.369999885559082,3.130000114440918,3.3499999046325684,2455000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.430000066757202,3.7799999713897705,3.381999969482422,3.7200000286102295,3138400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.7200000286102295,4.199999809265137,3.660000085830689,4.190000057220459,2368000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.179999828338623,4.244999885559082,3.950000047683716,4.139999866485596,3023400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.079999923706055,4.309999942779541,3.920000076293945,3.920000076293945,1882000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.950000047683716,4.059999942779541,3.75,4.039999961853027,1423400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.099999904632568,4.139999866485596,3.819999933242798,4.03000020980835,1697100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.239999771118164,4.78000020980835,3.921000003814697,4.599999904632568,5868800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.699999809265137,4.900000095367432,4.460000038146973,4.78000020980835,3640000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.769999980926514,4.869999885559082,4.619999885559082,4.860000133514404,2686900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.860000133514404,5.0,4.699999809265137,4.929999828338623,3211800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.949999809265137,5.019999980926514,4.635000228881836,4.760000228881836,2920500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.710000038146973,4.809999942779541,4.480000019073486,4.510000228881836,2102200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.400000095367432,4.639999866485596,4.252999782562256,4.510000228881836,2845800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.599999904632568,4.980000019073486,4.599999904632568,4.920000076293945,2428900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.0,5.739999771118164,4.960000038146973,5.650000095367432,4615000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.650000095367432,5.949999809265137,5.480000019073486,5.650000095367432,3659500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.46999979019165,5.929999828338623,5.389999866485596,5.889999866485596,2201100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.820000171661377,5.889999866485596,5.505000114440918,5.730000019073486,1845800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.71999979019165,5.775000095367432,5.074999809265137,5.090000152587891,2891100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.179999828338623,5.605000019073486,5.019999980926514,5.550000190734863,1896300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.599999904632568,5.809999942779541,5.400000095367432,5.670000076293945,1773600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.800000190734863,5.96999979019165,5.570000171661377,5.769999980926514,1565400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,5.599999904632568,5.860000133514404,5.429999828338623,5.570000171661377,1796400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,5.769999980926514,5.949999809265137,5.46999979019165,5.789999961853027,1784200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,5.679999828338623,6.28000020980835,5.599999904632568,6.070000171661377,2203600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,6.199999809265137,6.229000091552734,5.650000095367432,6.039999961853027,2488300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,5.920000076293945,5.96999979019165,5.625,5.659999847412109,2503100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,6.300000190734863,6.5,4.639999866485596,5.010000228881836,7885300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,5.019999980926514,5.144999980926514,4.514999866485596,5.099999904632568,4079900.0,,,,,,,,,,
