Date,Open,High,Low,Close,Volume,"('Adj Close', 'RUN')","('Close', 'RUN')","('High', 'RUN')","('Low', 'RUN')","('Open', 'RUN')","('Volume', 'RUN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.09000015258789,20.065000534057617,18.8799991607666,19.459999084472656,10876100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.6299991607666,18.76499938964844,17.155000686645508,18.440000534057617,16961000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.200000762939453,18.200000762939453,17.020000457763672,17.059999465942383,16233200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,16.549999237060547,17.375,16.059999465942383,16.15999984741211,15315600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,16.06999969482422,16.889999389648438,15.859999656677246,16.639999389648438,11682600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,16.229999542236328,16.514999389648438,15.710000038146973,16.299999237060547,9477400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,16.309999465942383,16.360000610351562,15.595000267028809,16.309999465942383,9880600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,16.079999923706055,16.09000015258789,15.1899995803833,15.770000457763672,14377000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,16.040000915527344,16.51799964904785,15.0,15.100000381469728,13560600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.8100004196167,15.024999618530272,14.18000030517578,14.210000038146973,12948400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.5600004196167,14.085000038146973,13.460000038146973,13.619999885559082,12158900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.770000457763672,13.84000015258789,13.1899995803833,13.210000038146973,10975300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.119999885559082,13.267999649047852,12.289999961853027,13.170000076293944,15005100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.43000030517578,14.649999618530272,13.289999961853027,13.770000457763672,16797700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,14.510000228881836,14.8100004196167,13.717000007629396,14.210000038146973,16265600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.739999771118164,15.236000061035156,13.470000267028809,13.539999961853027,12096000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.84000015258789,14.449999809265137,13.130000114440918,14.329999923706056,14883300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,14.529999732971191,15.029999732971191,14.229000091552734,14.31999969482422,11539000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,14.34000015258789,15.0,13.949999809265137,14.979999542236328,10017700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,14.720000267028809,14.920000076293944,14.350000381469728,14.710000038146973,9980200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.84000015258789,16.25,14.395000457763672,14.479999542236328,23264000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.199999809265137,15.9399995803833,14.1899995803833,14.899999618530272,18538700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.300000190734863,14.460000038146973,13.520000457763672,14.34000015258789,17077700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.739999771118164,13.850000381469728,12.949999809265137,13.630000114440918,13649300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,13.600000381469728,14.489999771118164,13.34000015258789,14.470000267028809,14902000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.359999656677246,15.579999923706056,14.454999923706056,15.3100004196167,14272600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,15.260000228881836,15.75,15.085000038146973,15.4399995803833,12148900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,15.75,16.09000015258789,15.385000228881836,15.81999969482422,13115000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,15.869999885559082,17.299999237060547,15.699999809265137,16.979999542236328,12721800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,15.529999732971191,15.890000343322754,14.864999771118164,15.229999542236328,14939300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,15.8100004196167,16.90999984741211,15.515000343322754,16.829999923706055,11786300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,17.600000381469727,17.899999618530273,16.6200008392334,17.0,12309900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,16.469999313354492,16.84000015258789,16.139999389648438,16.420000076293945,8033200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,15.970000267028809,16.170000076293945,15.520000457763672,15.890000343322754,7779200.0,,,,,,,,,,
