Date,Open,High,Low,Close,Volume,"('Adj Close', 'DRI')","('Close', 'DRI')","('High', 'DRI')","('Low', 'DRI')","('Open', 'DRI')","('Volume', 'DRI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,163.42999267578125,165.6699981689453,162.19000244140625,162.27999877929688,1298400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,162.75999450683594,163.0,160.30999755859375,160.39999389648438,1146300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,160.4499969482422,161.66000366210938,160.27999877929688,161.0,1024500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,161.14999389648438,162.17999267578125,160.75999450683594,162.0800018310547,1003100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,162.3699951171875,164.05999755859375,160.7899932861328,163.9499969482422,1297700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,161.0,162.02000427246094,160.33999633789062,161.60000610351562,888500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,161.49000549316406,161.85000610351562,159.2899932861328,161.0399932861328,881600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,160.6699981689453,161.1300048828125,156.74000549316406,159.99000549316406,1161900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,160.2899932861328,160.2899932861328,157.0,157.1300048828125,976600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,156.52999877929688,157.22999572753906,154.74000549316406,157.1699981689453,1428600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,156.49000549316406,158.3699951171875,155.66000366210938,157.7100067138672,904900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,158.42999267578125,160.2100067138672,157.14999389648438,159.9199981689453,848600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,160.36000061035156,160.36000061035156,157.66000366210938,159.24000549316406,1004600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,159.6300048828125,161.92999267578125,159.02000427246094,161.58999633789062,1119300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,162.16000366210938,163.07000732421875,160.82000732421875,161.66000366210938,794200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,162.05999755859375,162.58999633789062,159.97999572753906,161.66000366210938,1184500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,162.2100067138672,162.91000366210938,161.11000061035156,162.1199951171875,851400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,162.5,162.91000366210938,160.61000061035156,160.99000549316406,556100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,161.0800018310547,163.6199951171875,160.5800018310547,163.6199951171875,889700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,163.22000122070312,163.97000122070312,162.1999969482422,163.7899932861328,1004100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,164.86000061035156,165.67999267578125,162.24000549316406,162.5800018310547,1033700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,163.22999572753906,167.22999572753906,162.50999450683594,167.22999572753906,1108300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,166.38999938964844,167.4199981689453,164.3000030517578,166.52000427246094,881000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,165.38999938964844,165.61000061035156,162.91000366210938,164.50999450683594,845400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,164.42999267578125,167.67999267578125,163.94000244140625,165.9199981689453,1065800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,166.75999450683594,168.32000732421875,165.9499969482422,166.0399932861328,978200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,167.0399932861328,169.0,166.05999755859375,168.17999267578125,586400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,167.9600067138672,168.5,167.16000366210938,167.66000366210938,574800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,167.5,167.94000244140625,164.8000030517578,165.35000610351562,1081700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,163.33999633789062,163.33999633789062,160.85000610351562,162.2899932861328,976900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,162.61000061035156,162.61000061035156,160.0,161.14999389648438,877800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,161.77000427246094,163.1699981689453,160.5399932861328,162.3800048828125,787300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,161.82000732421875,165.36000061035156,161.75999450683594,162.4600067138672,998700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,161.8800048828125,167.0399932861328,161.8800048828125,165.30999755859375,1567500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,165.4600067138672,167.60000610351562,165.4499969482422,166.44000244140625,964100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,167.60000610351562,168.91000366210938,166.97999572753906,168.47000122070312,1283400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,168.0399932861328,169.82000732421875,168.0399932861328,169.50999450683594,872600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,170.0,170.9499969482422,169.44000244140625,169.5399932861328,1147700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,169.69000244140625,170.80999755859375,168.97999572753906,169.52999877929688,1336000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,169.47000122070312,170.92999267578125,169.08999633789062,170.4499969482422,941700.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,171.4199981689453,171.4199981689453,168.8699951171875,170.7100067138672,1544000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,170.6199951171875,171.35000610351562,169.0399932861328,171.2899932861328,866100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,172.5,176.83999633789062,171.97999572753906,174.0500030517578,1542000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,173.8000030517578,176.0800018310547,173.44000244140625,174.41000366210938,899000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,174.02000427246094,176.05999755859375,173.80999755859375,175.88999938964844,799500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,175.92999267578125,176.11000061035156,172.32000732421875,173.19000244140625,1275300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,172.75,173.64999389648438,171.2100067138672,171.57000732421875,870500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,170.89999389648438,172.5800018310547,170.36000061035156,171.80999755859375,853900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,171.3800048828125,172.9600067138672,171.22999572753906,172.32000732421875,805300.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,172.8000030517578,175.41000366210938,172.8000030517578,174.57000732421875,1080500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,174.41000366210938,174.6999969482422,170.75,171.77000427246094,889900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,170.9199981689453,173.8000030517578,170.9199981689453,171.9600067138672,2552500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,171.0,173.75,171.0,172.8699951171875,1195900.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,173.13999938964844,174.42999267578125,172.66000366210938,174.08999633789062,1121400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,174.27999877929688,175.1199951171875,173.80999755859375,174.5800018310547,1359300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,164.72999572753906,168.0800018310547,162.2100067138672,163.24000549316406,3891900.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,164.10000610351562,165.6699981689453,162.5399932861328,165.11000061035156,1675900.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,164.2100067138672,164.83999633789062,162.0500030517578,162.6999969482422,2116200.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,163.38999938964844,164.77999877929688,162.3699951171875,163.5,1309300.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,163.85000610351562,166.97999572753906,163.85000610351562,166.97000122070312,1129100.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,167.4499969482422,168.0,166.91000366210938,167.14999389648438,975000.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,166.6999969482422,167.75999450683594,165.2100067138672,167.24000549316406,1478900.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,166.74000549316406,167.16000366210938,163.47999572753906,163.97999572753906,1072000.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,163.99000549316406,164.61000061035156,162.6999969482422,162.97999572753906,1230700.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,163.8800048828125,165.5,157.99000549316406,158.50999450683594,1827400.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,158.10000610351562,158.16000366210938,156.25,156.35000610351562,1467800.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,156.4199981689453,158.77000427246094,156.4199981689453,157.94000244140625,1484400.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,156.8800048828125,158.39999389648438,156.22000122070312,158.30999755859375,927100.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,156.6300048828125,156.6300048828125,154.88999938964844,155.89999389648438,1089800.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,156.25999450683594,156.41000366210938,153.30999755859375,155.00999450683594,1290600.0,,,,,,,,,,
