Date,Open,High,Low,Close,Volume,"('Adj Close', 'LAZ')","('Close', 'LAZ')","('High', 'LAZ')","('Low', 'LAZ')","('Open', 'LAZ')","('Volume', 'LAZ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.83000183105469,36.970001220703125,34.83000183105469,36.119998931884766,1512600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,37.2599983215332,38.18999862670898,35.45000076293945,37.720001220703125,3178800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,37.9900016784668,38.11000061035156,36.88999938964844,37.54999923706055,2147500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,37.65999984741211,38.52999877929688,37.290000915527344,37.959999084472656,1941500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.959999084472656,38.34999847412109,37.68000030517578,38.20000076293945,1115800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.630001068115234,38.38999938964844,37.52000045776367,37.90999984741211,1410600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.90999984741211,37.9900016784668,37.060001373291016,37.38999938964844,804200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.41999816894531,38.119998931884766,36.77999877929688,37.77000045776367,2021200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.5,38.5,37.52000045776367,38.13999938964844,861400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,37.93999862670898,38.84999847412109,37.61000061035156,38.470001220703125,1253600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.900001525878906,38.43999862670898,37.63999938964844,38.29999923706055,1007800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.47999954223633,38.810001373291016,37.86000061035156,38.09999847412109,833800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,37.97999954223633,38.77000045776367,37.7599983215332,38.7400016784668,562300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,38.84000015258789,39.68000030517578,38.72999954223633,39.540000915527344,1544200.0,,,,,,,,,,
