Date,Open,High,Low,Close,Volume,"('Adj Close', 'IRTC')","('Close', 'IRTC')","('High', 'IRTC')","('Low', 'IRTC')","('Open', 'IRTC')","('Volume', 'IRTC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,105.5199966430664,107.23999786376952,100.12999725341795,101.33999633789062,418800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,99.81999969482422,101.7699966430664,97.5,101.02999877929688,407300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,101.18000030517578,106.3489990234375,100.01000213623048,100.25,267700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,98.63999938964844,106.03500366210938,98.31999969482422,105.25,306400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,107.0,118.6500015258789,107.0,112.91000366210938,624700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,111.1999969482422,112.84500122070312,109.16999816894533,111.7300033569336,465600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,111.5999984741211,114.0500030517578,110.94000244140624,112.33999633789062,261900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,112.30999755859376,112.5,108.41999816894533,109.3000030517578,257700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,110.70999908447266,111.56999969482422,108.1050033569336,110.04000091552734,306600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,108.68000030517578,111.2300033569336,108.09500122070312,110.38999938964844,373300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,107.79000091552734,110.5999984741211,107.52999877929688,110.5500030517578,367900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,111.0,111.62999725341795,109.08999633789062,110.5999984741211,257500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,111.02999877929688,111.02999877929688,108.6999969482422,109.48999786376952,285600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,110.47000122070312,114.86000061035156,109.25499725341795,114.75,284300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,116.43000030517578,117.6999969482422,114.61000061035156,117.0999984741211,353600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,118.5,118.73999786376952,115.86000061035156,117.16000366210938,260000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,119.43000030517578,119.95999908447266,116.11000061035156,118.20999908447266,270800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,119.08999633789062,119.08999633789062,116.06999969482422,117.47000122070312,306200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,117.45999908447266,121.30999755859376,117.43000030517578,121.16000366210938,240400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,120.48999786376952,120.48999786376952,117.2699966430664,117.9800033569336,236300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,117.9000015258789,121.9499969482422,117.4499969482422,119.77999877929688,352600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,120.54000091552734,123.87000274658205,119.87999725341795,123.61000061035156,261000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,121.83999633789062,121.83999633789062,117.9000015258789,119.88999938964844,290800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,118.52999877929688,118.8249969482422,116.75,117.0199966430664,228200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,117.1999969482422,119.55999755859376,115.25,119.2300033569336,350400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,118.77999877929688,121.0,117.54499816894533,119.88999938964844,249600.0,,,,,,,,,,
