Date,Open,High,Low,Close,Volume,"('Adj Close', 'CDMO')","('Close', 'CDMO')","('High', 'CDMO')","('Low', 'CDMO')","('Open', 'CDMO')","('Volume', 'CDMO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.389999866485596,6.71999979019165,6.309999942779541,6.360000133514404,1186900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.28000020980835,6.349999904632568,5.849999904632568,5.860000133514404,1183000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.880000114440918,6.25,5.849999904632568,6.139999866485596,1030000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.039999961853027,6.150000095367432,5.650000095367432,6.0,941500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.0,6.650000095367432,5.929999828338623,6.630000114440918,1024000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.53000020980835,6.539999961853027,6.25,6.289999961853027,701800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.170000076293945,6.480000019073486,6.110000133514404,6.46999979019165,723000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.71999979019165,6.889999866485596,6.480000019073486,6.760000228881836,1667900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.769999980926514,6.960000038146973,6.25,6.289999961853027,859900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.170000076293945,6.320000171661377,5.960000038146973,6.159999847412109,1203700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.960000038146973,6.289999961853027,5.949999809265137,6.260000228881836,851400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.320000171661377,6.320000171661377,5.960000038146973,6.110000133514404,776900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.110000133514404,6.260000228881836,5.980000019073486,6.199999809265137,707000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.300000190734863,6.599999904632568,6.070000171661377,6.590000152587891,927900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.71999979019165,6.900000095367432,6.349999904632568,6.71999979019165,1055800.0,,,,,,,,,,
