Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMPH')","('Close', 'AMPH')","('High', 'AMPH')","('Low', 'AMPH')","('Open', 'AMPH')","('Volume', 'AMPH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,61.77999877929688,62.40999984741211,60.08000183105469,62.290000915527344,428700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,62.2599983215332,63.150001525878906,60.86000061035156,61.040000915527344,524700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,61.65999984741211,64.41999816894531,61.5,63.45000076293945,541800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,63.45000076293945,65.91999816894531,62.45000076293945,62.7400016784668,614000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,63.310001373291016,63.959999084472656,56.41999816894531,59.45000076293945,965000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,58.63999938964844,58.63999938964844,56.06999969482422,56.81999969482422,625300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,56.970001220703125,57.25,53.58000183105469,54.81999969482422,1212100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,54.59999847412109,54.63999938964844,52.33000183105469,54.02999877929688,719800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,54.27999877929688,54.79999923706055,53.52999877929688,54.209999084472656,606000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,54.0,55.77000045776367,53.810001373291016,55.5,417900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.02000045776367,56.369998931884766,54.91999816894531,56.13999938964844,345500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,56.43999862670898,56.45000076293945,55.29999923706055,56.43000030517578,308100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,56.70000076293945,56.880001068115234,54.11000061035156,55.040000915527344,438500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,55.52000045776367,56.56999969482422,55.22999954223633,55.91999816894531,289700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,56.18999862670898,56.77000045776367,55.25,55.45000076293945,201900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,56.02000045776367,56.130001068115234,55.0,55.220001220703125,210800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,55.59000015258789,55.86000061035156,52.93000030517578,53.2400016784668,361000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,54.09000015258789,54.59999847412109,53.400001525878906,53.880001068115234,538200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,54.4900016784668,55.560001373291016,53.81999969482422,55.38999938964844,1156500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,55.400001525878906,55.5099983215332,54.15999984741211,54.93999862670898,384100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,55.13999938964844,55.27999877929688,53.31999969482422,53.36000061035156,367100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,53.560001373291016,53.68000030517578,52.0099983215332,53.4900016784668,392100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,53.09999847412109,53.40999984741211,52.25,52.79999923706055,387000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,52.470001220703125,53.040000915527344,52.060001373291016,52.34999847412109,361600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,52.2400016784668,52.720001220703125,51.2599983215332,52.4900016784668,590400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,52.400001525878906,53.45000076293945,52.130001068115234,52.959999084472656,319500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,53.09000015258789,54.720001220703125,52.790000915527344,54.59999847412109,377000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,55.06999969482422,56.119998931884766,54.70000076293945,55.61000061035156,354500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,55.90999984741211,56.45000076293945,55.380001068115234,56.02000045776367,325700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,54.86000061035156,55.84999847412109,54.27000045776367,54.75,358300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,55.2400016784668,55.880001068115234,54.79999923706055,54.93000030517578,243100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,55.0,55.61000061035156,54.040000915527344,55.5099983215332,376900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,55.400001525878906,55.58000183105469,53.68000030517578,54.060001373291016,348300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,53.59000015258789,53.59000015258789,51.70000076293945,52.45000076293945,422900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,52.15999984741211,52.81999969482422,51.08000183105469,51.25,469000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,51.34000015258789,52.380001068115234,51.2599983215332,51.90999984741211,432100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,52.29999923706055,53.54999923706055,51.90999984741211,53.40999984741211,289100.0,,,,,,,,,,
