Date,Open,High,Low,Close,Volume,"('Adj Close', 'STRM')","('Close', 'STRM')","('High', 'STRM')","('Low', 'STRM')","('Open', 'STRM')","('Volume', 'STRM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.449999809265137,6.599999904632568,6.449999809265137,6.599999904632568,2733.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.050000190734863,7.349999904632568,5.849999904632568,7.349999904632568,2767.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.199999809265137,7.199999809265137,6.449999809265137,6.599999904632568,5173.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.449999809265137,6.75,6.150000095367432,6.599999904632568,14207.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.599999904632568,7.199999809265137,6.599999904632568,7.199999809265137,10500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.050000190734863,7.5,6.75,7.5,3160.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.199999809265137,7.5,6.75,7.199999809265137,3800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.900000095367432,7.5,5.849999904632568,6.300000190734863,8553.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.150000095367432,6.75,5.849999904632568,6.449999809265137,2987.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.449999809265137,6.599999904632568,5.699999809265137,6.150000095367432,500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.699999809265137,6.599999904632568,5.699999809265137,6.0,347.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.849999904632568,6.300000190734863,5.550000190734863,5.699999809265137,11693.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.0,6.300000190734863,5.550000190734863,5.699999809265137,5913.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.699999809265137,6.300000190734863,5.550000190734863,5.699999809265137,6147.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.550000190734863,6.300000190734863,4.650000095367432,5.849999904632568,15740.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.699999809265137,6.0,4.949999809265137,5.550000190734863,10813.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.099999904632568,6.0,5.099999904632568,5.550000190734863,11633.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.550000190734863,5.550000190734863,4.949999809265137,5.25,20233.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.099999904632568,6.300000190734863,5.099999904632568,5.849999904632568,11047.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.849999904632568,6.300000190734863,5.849999904632568,6.300000190734863,733.0,,,,,,,,,,
