Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLF')","('Close', 'HLF')","('High', 'HLF')","('Low', 'HLF')","('Open', 'HLF')","('Volume', 'HLF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,15.130000114440918,15.43000030517578,15.039999961853027,15.359999656677246,735900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,15.050000190734863,15.050000190734863,14.260000228881836,14.380000114440918,1738400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.390000343322754,14.390000343322754,13.260000228881836,13.3100004196167,2422500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.18000030517578,13.5,12.739999771118164,12.779999732971191,1739200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.8100004196167,13.699999809265137,12.789999961853027,13.6899995803833,1265300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.43000030517578,13.520000457763672,13.079999923706056,13.170000076293944,1160300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.170000076293944,13.710000038146973,13.0600004196167,13.640000343322754,1037300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.600000381469728,13.630000114440918,13.170000076293944,13.350000381469728,743100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.510000228881836,13.619999885559082,13.270000457763672,13.390000343322754,839300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.210000038146973,13.300000190734863,12.489999771118164,12.520000457763672,1597200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.359999656677246,12.59000015258789,12.0600004196167,12.329999923706056,1393800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.350000381469728,12.5,11.979999542236328,12.449999809265137,1324100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,12.460000038146973,12.6899995803833,11.890000343322754,12.40999984741211,1211700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.539999961853027,12.949999809265137,12.199999809265137,12.279999732971191,963500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.5,12.789999961853027,12.15999984741211,12.329999923706056,709200.0,,,,,,,,,,
