Date,Open,High,Low,Close,Volume,"('Adj Close', 'LPSN')","('Close', 'LPSN')","('High', 'LPSN')","('Low', 'LPSN')","('Open', 'LPSN')","('Volume', 'LPSN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.7899999618530273,3.7899999618530273,3.640000104904175,3.660000085830689,1762100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.650000095367432,3.650000095367432,3.4800000190734863,3.609999895095825,1702900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.5999999046325684,3.630000114440918,3.5,3.5799999237060547,1638900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.559999942779541,3.7200000286102295,3.5299999713897705,3.670000076293945,972600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.650000095367432,3.7699999809265137,3.5899999141693115,3.619999885559082,1026300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.809999942779541,3.9800000190734863,3.450000047683716,3.490000009536743,3258600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.4600000381469727,3.7799999713897705,3.319999933242798,3.569999933242798,3376600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.650000095367432,3.849999904632568,3.539999961853028,3.650000095367432,2279500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.7300000190734863,3.849999904632568,3.4200000762939453,3.440000057220459,1873300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.380000114440918,3.390000104904175,3.119999885559082,3.190000057220459,1844900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.119999885559082,3.119999885559082,2.9600000381469727,3.0199999809265137,1661900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.109999895095825,3.119999885559082,2.890000104904175,2.940000057220459,1075900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.9200000762939453,2.9200000762939453,2.759999990463257,2.869999885559082,1549300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.940000057220459,3.119999885559082,2.9200000762939453,3.0199999809265137,1564600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.0299999713897705,3.150000095367432,2.9600000381469727,3.140000104904175,1371800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.200000047683716,3.289999961853028,3.0299999713897705,3.039999961853028,1090700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.0799999237060547,3.190000057220459,3.049999952316284,3.0999999046325684,910300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.0799999237060547,3.220000028610229,2.990000009536743,3.0199999809265137,554000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.0299999713897705,3.0999999046325684,2.9600000381469727,3.0899999141693115,601500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.049999952316284,3.049999952316284,2.9100000858306885,2.9200000762939453,1213400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.950000047683716,2.9600000381469727,2.7699999809265137,2.799999952316284,1154600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.8299999237060547,2.8399999141693115,2.630000114440918,2.640000104904175,1126100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.619999885559082,2.720000028610229,2.450000047683716,2.6700000762939453,1749900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.690000057220459,2.700000047683716,2.5,2.5899999141693115,1170900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.619999885559082,2.720000028610229,2.5899999141693115,2.690000057220459,771000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.690000057220459,2.690000057220459,2.549999952316284,2.619999885559082,796200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.630000114440918,2.690000057220459,2.609999895095825,2.6700000762939453,790100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.7100000381469727,2.75,2.5899999141693115,2.6600000858306885,810800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.6600000858306885,2.8399999141693115,2.650000095367432,2.789999961853028,1436300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.6600000858306885,2.6600000858306885,2.4800000190734863,2.509999990463257,1932400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.559999942779541,2.5899999141693115,2.490000009536743,2.549999952316284,849500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.569999933242798,2.630000114440918,2.5199999809265137,2.569999933242798,1124300.0,,,,,,,,,,
