Date,Open,High,Low,Close,Volume,"('Adj Close', 'GIS')","('Close', 'GIS')","('High', 'GIS')","('Low', 'GIS')","('Open', 'GIS')","('Volume', 'GIS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,65.0,66.93000030517578,65.0,66.75,5264000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,67.12000274658203,67.68000030517578,66.63999938964844,66.7300033569336,5477700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,66.7300033569336,66.8499984741211,65.69999694824219,65.73999786376953,3888000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,65.69999694824219,65.9000015258789,64.31999969482422,64.98999786376953,4015100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,64.91999816894531,65.13999938964844,64.5199966430664,64.63999938964844,4030900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,64.04000091552734,64.7300033569336,63.560001373291016,64.37999725341797,4779100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,64.04000091552734,64.30000305175781,62.93999862670898,63.150001525878906,4566000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.06999969482422,63.43000030517578,62.619998931884766,63.060001373291016,5727100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.41999816894531,63.59000015258789,63.08000183105469,63.38999938964844,4299200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,63.59000015258789,63.93999862670898,62.7400016784668,62.83000183105469,4101700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,62.68999862670898,63.66999816894531,62.560001373291016,63.09000015258789,4829300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,62.720001220703125,63.33000183105469,62.38999938964844,63.310001373291016,3860600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,63.43000030517578,63.43999862670898,62.650001525878906,63.150001525878906,3765600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,63.02999877929688,63.45000076293945,62.4900016784668,63.18000030517578,4328400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,63.38999938964844,64.94999694824219,63.38999938964844,64.75,4433600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,64.6500015258789,64.68000030517578,63.59999847412109,63.63999938964844,3491500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,63.86000061035156,64.58000183105469,63.58000183105469,64.47000122070312,3071100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,64.77999877929688,64.87999725341797,64.38999938964844,64.51000213623047,2821300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,64.61000061035156,64.76000213623047,64.1500015258789,64.26000213623047,3226500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,64.37999725341797,65.38999938964844,64.30000305175781,65.3499984741211,3020900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,65.44000244140625,65.91999816894531,64.81999969482422,64.91000366210938,4579600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,64.63999938964844,65.4800033569336,63.93000030517578,64.83000183105469,3855500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,64.98999786376953,65.33000183105469,64.38999938964844,64.80000305175781,4383800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,64.55000305175781,64.75,63.52000045776367,63.52999877929688,3259500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,63.560001373291016,65.33999633789062,63.470001220703125,64.83000183105469,4652300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,65.01000213623047,65.16000366210938,63.630001068115234,63.709999084472656,3651200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,63.5,64.66999816894531,63.220001220703125,64.05999755859375,4001700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,63.79999923706055,63.91999816894531,62.09000015258789,62.34000015258789,4260400.0,,,,,,,,,,
