Date,Open,High,Low,Close,Volume,"('Adj Close', 'VHC')","('Close', 'VHC')","('High', 'VHC')","('Low', 'VHC')","('Open', 'VHC')","('Volume', 'VHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.809999942779541,7.349999904632568,6.159999847412109,6.489999771118164,36900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.550000190734863,6.550000190734863,6.300000190734863,6.389999866485596,13900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.409999847412109,6.5,6.269999980926514,6.369999885559082,5900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.25,6.380000114440918,6.010000228881836,6.079999923706055,18600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.0,6.119999885559082,5.809999942779541,6.019999980926514,11000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.920000076293945,6.099999904632568,5.789999961853027,6.070000171661377,15000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.909999847412109,6.260000228881836,5.900000095367432,6.190000057220459,10500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.260000228881836,6.309999942779541,5.889999866485596,6.289999961853027,5400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.159999847412109,6.309999942779541,6.159999847412109,6.260000228881836,5600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.300000190734863,6.300000190734863,6.199999809265137,6.210000038146973,1500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.130000114440918,6.300000190734863,6.110000133514404,6.289999961853027,8700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.119999885559082,6.269999980926514,6.119999885559082,6.25,4600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.150000095367432,6.300000190734863,6.150000095367432,6.269999980926514,5000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.239999771118164,6.289999961853027,6.119999885559082,6.190000057220459,6400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.159999847412109,6.230000019073486,6.010000228881836,6.090000152587891,10100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.039999961853027,6.300000190734863,6.039999961853027,6.099999904632568,4500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.150000095367432,6.300000190734863,6.0,6.110000133514404,8900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.099999904632568,6.239999771118164,6.099999904632568,6.159999847412109,3300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.139999866485596,6.400000095367432,6.130000114440918,6.400000095367432,5800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.489999771118164,6.860000133514404,6.449999809265137,6.829999923706055,14900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.800000190734863,7.059999942779541,6.599999904632568,7.059999942779541,15600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.070000171661377,7.789999961853027,7.070000171661377,7.420000076293945,16600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.360000133514404,7.619999885559082,7.150000095367432,7.619999885559082,3400.0,,,,,,,,,,
