Date,Open,High,Low,Close,Volume,"('Adj Close', 'SBUX')","('Close', 'SBUX')","('High', 'SBUX')","('Low', 'SBUX')","('Open', 'SBUX')","('Volume', 'SBUX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,95.4499969482422,95.9499969482422,93.62000274658205,93.66999816894533,8859700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,93.95999908447266,94.23999786376952,93.05999755859376,93.2300033569336,7161700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.0999984741211,94.58000183105467,93.0,93.5500030517578,7118600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,93.33000183105467,93.58000183105467,92.4800033569336,92.98999786376952,7189900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,93.0199966430664,94.56999969482422,92.9499969482422,94.19000244140624,7536900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,93.61000061035156,93.7300033569336,92.86000061035156,93.08999633789062,6348500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,93.01000213623048,93.69000244140624,92.87999725341795,93.5,5847700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.33000183105467,93.63999938964844,91.9000015258789,92.94000244140624,6483600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,93.2300033569336,93.4000015258789,91.7699966430664,91.9800033569336,5638700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,92.66000366210938,92.7300033569336,91.7300033569336,92.6999969482422,7493400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,91.66000366210938,91.95999908447266,91.4000015258789,91.7699966430664,6672900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,91.95999908447266,93.43000030517578,91.81999969482422,93.33999633789062,7549500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,93.18000030517578,94.23999786376952,92.63999938964844,93.86000061035156,9556100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,93.8000030517578,93.91999816894533,92.80999755859376,93.06999969482422,9421000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,93.02999877929688,93.6500015258789,91.7699966430664,91.97000122070312,10227100.0,,,,,,,,,,
